row,id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
21,1036,Lower De Boom,American Barleywine,8.4 ounce,0.099,92,368,21st Amendment Brewery,San Francisco,CA
22,1024,Fireside Chat,Winter Warmer,12.0 OZ.,0.079,45,368,21st Amendment Brewery,San Francisco,CA
23,976,Marooned On Hog Island,American Stout,12.0 oz.,0.079,,368,21st Amendment Brewery,San Francisco,CA
24,876,Bitter American,American Pale Ale (APA),12.0 oz,0.044,42,368,21st Amendment Brewery,San Francisco,CA
25,802,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0 ounce,0.049,17,368,21st Amendment Brewery,San Francisco,CA
26,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0 oz.,0.05%,17,368,21st Amendment Brewery,San Francisco,CA
27,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0 oz.,0.049,17,368,21st Amendment Brewery,San Francisco,CA
28,799,21st Amendment IPA (2006),American IPA,12.0 oz.,0.07,70,368,21st Amendment Brewery,San Francisco,CA
29,797,Brew Free! or Die IPA (2008),American IPA,12.0 OZ.,0.07%,70,368,21st Amendment Brewery,San Francisco,CA
30,796,Brew Free! or Die IPA (2009),American IPA,12.0 oz.,0.07%,70,368,21st Amendment Brewery,San Francisco,CA
31,531,Special Edition: Allies Win The War!,English Strong Ale,12.0 oz.,0.085,52,368,21st Amendment Brewery,San Francisco,CA
32,432,Hop Crisis,American Double / Imperial IPA,12.0 oz.,0.097,94,368,21st Amendment Brewery,San Francisco,CA
33,353,Bitter American (2011),American Pale Ale (APA),12.0 oz,0.044,42,368,21st Amendment Brewery,San Francisco,CA
34,321,Fireside Chat (2010),Winter Warmer,12.0 ounce,0.08%,45,368,21st Amendment Brewery,San Francisco,CA
35,173,Back in Black,American Black Ale,12.0 ounce,0.07%,65,368,21st Amendment Brewery,San Francisco,CA
36,11,Monk's Blood,Belgian Dark Ale,12.0 OZ.,0.083,35,368,21st Amendment Brewery,San Francisco,CA
37,10,Brew Free! or Die IPA,American IPA,12.0 oz.,0.07,65,368,21st Amendment Brewery,San Francisco,CA
38,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0 oz.,0.049,17,368,21st Amendment Brewery,San Francisco,CA
39,2519,Bimini Twist,American IPA,12.0 ounce,0.07,82,67,3 Daughters Brewing,St Petersburg,FL
40,2518,Beach Blonde,American Blonde Ale,12.0 oz.,0.05,,67,3 Daughters Brewing,St Petersburg,FL
41,2517,Rod Bender Red,American Amber / Red Ale,12.0 oz.,0.059,,67,3 Daughters Brewing,St Petersburg,FL
42,2545,Passion Fruit Prussia,Berliner Weissbier,12.0 oz,0.035,11,60,4 Hands Brewing Company,Saint Louis,MO
43,2544,Send Help,American Blonde Ale,12.0 oz,0.05%,18,60,4 Hands Brewing Company,Saint Louis,MO
44,2324,Cast Iron Oatmeal Brown,American Brown Ale,12.0 oz,0.06%,,60,4 Hands Brewing Company,Saint Louis,MO
45,2288,Reprise Centennial Red,American Amber / Red Ale,12.0 oz.,0.06,,60,4 Hands Brewing Company,Saint Louis,MO
46,2287,Alter Ego,American Black Ale,12.0 oz.,0.06%,,60,4 Hands Brewing Company,Saint Louis,MO
47,2286,Divided Sky,American IPA,12.0 oz,0.065,,60,4 Hands Brewing Company,Saint Louis MO,
48,2285,Resurrected,American IPA,12.0 oz.,0.065,,60,4 Hands Brewing Company,Saint Louis,MO
49,1870,Contact High,American Pale Wheat Ale,12.0 oz.,0.05,28,60,4 Hands Brewing Company,Saint Louis,MO
50,2603,Galaxyfest,American IPA,16.0 ounce,0.065,,27,450 North Brewing Company,Columbus,IN
51,2602,Citrafest,American IPA,16.0 ounce,0.05,45,27,450 North Brewing Company,Columbus,IN
52,2220,Barn Yeti,Belgian Strong Dark Ale,16.0 oz.,0.09,,27,450 North Brewing Company,Columbus,IN
53,2219,Scarecrow,American IPA,16.0 oz.,0.069,65,27,450 North Brewing Company,Columbus,IN
54,2218,Ironman,English Strong Ale,16.0 oz. Alumi-Tek,0.09%,50,27,450 North Brewing Company,Columbus,IN
55,2217,Honey Kolsch,Kölsch,16.0 ounce,0.05%,15,27,450 North Brewing Company,Columbus,IN
56,2216,Copperhead Amber,Belgian Dark Ale,16.0 oz,0.05%,18,27,450 North Brewing Company,Columbus,IN
57,972,Rude Parrot IPA,American IPA,16.0 oz,0.059,75,481,7 Seas Brewing Company,Gig Harbor,WA
58,866,British Pale Ale (2010),English Pale Ale,16.0 oz,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
59,48,British Pale Ale,English Pale Ale,16.0 ounce,0.054,30,481,7 Seas Brewing Company,Gig Harbor,WA
60,47,Ballz Deep Double IPA,American Double / Imperial IPA,16.0 oz.,0.084,82,481,7 Seas Brewing Company,Gig Harbor,WA
61,1583,Wolfman's Berliner,Berliner Weissbier,12.0 oz.,0.038,,373,7venth Sun,Dunedin,FL
62,1165,Colorado Native,American Amber / Red Lager,12.0 oz,0.055,26,462,AC Golden Brewing Company,Golden,CO
63,431,Colorado Native (2011),American Amber / Red Lager,12.0 ounce,0.055,26,462,AC Golden Brewing Company,Golden,CO
64,516,Jockamo IPA,American IPA,12.0 oz.,0.065,52,533,Abita Brewing Company,Abita Springs,LA
65,515,Purple Haze,Fruit / Vegetable Beer,12.0 oz,0.042,13,533,Abita Brewing Company,Abita Springs,LA
66,514,Abita Amber,American Amber / Red Lager,12.0 oz.,0.045,17,533,Abita Brewing Company,Abita Springs,LA
67,2540,Citra Ass Down,American IPA,16.0 ounce,0.082,68,62,Against The Grain Brewery,Louisville,KY
68,2539,The Brown Note,American Brown Ale,16.0 ounce,0.05,20,62,Against The Grain Brewery,Louisville,KY
69,2686,Citra Ass Down,American Double / Imperial IPA,16.0 ounce,0.08,68,1,Against the Grain Brewery,Louisville,KY
70,2685,London Balling,English Barleywine,16.0 oz.,0.13%,80,1,Against the Grain Brewery,Louisville,KY
71,2684,35 K,Milk / Sweet Stout,16.0 OZ.,0.077,25,1,Against the Grain Brewery,Louisville,KY
72,2683,A Beer,American Pale Ale (APA),16.0 oz.,0.042,42,1,Against the Grain Brewery,Louisville,KY
73,2682,Rules are Rules,German Pilsener,16.0 oz,0.05,25,1,Against the Grain Brewery,Louisville,KY
74,2681,Flesh Gourd'n,Pumpkin Ale,16.0 ounce,0.066,21,1,Against the Grain Brewery,Louisville,KY
75,2680,Sho'nuff,Belgian Pale Ale,16.0 oz,0.04,13,1,Against the Grain Brewery,Louisville,KY
76,2679,Bloody Show,American Pilsner,16.0 oz.,0.055,17,1,Against the Grain Brewery,Louisville,KY
77,2678,Rico Sauvin,American Double / Imperial IPA,16.0 ounce,0.076,68,1,Against the Grain Brewery,Louisville,KY
78,2677,Coq de la Marche,Saison / Farmhouse Ale,16.0 OZ.,0.05%,38,1,Against the Grain Brewery,Louisville,KY
79,2676,Kamen Knuddeln,American Wild Ale,16.0 ounce,0.07%,,1,Against the Grain Brewery,Louisville,KY
80,2675,Pile of Face,American IPA,16.0 oz.,0.06,65,1,Against the Grain Brewery,Louisville,KY
81,2674,The Brown Note,English Brown Ale,16.0 oz,0.05,20,1,Against the Grain Brewery,Louisville,KY
82,1594,Maylani's Coconut Stout,American Stout,16.0 ounce,0.053,35,367,Airways Brewing Company,Kent,WA
83,1162,Oatmeal PSA,American Pale Ale (APA),16.0 OZ.,0.05,35,367,Airways Brewing Company,Kent,WA
84,1137,Pre Flight Pilsner,American Pilsner,16.0 oz.,0.052,33,367,Airways Brewing Company,Kent,WA
85,2403,P-Town Pilsner,American Pilsner,12.0 OZ.,0.04,20,117,Alameda Brewing,Portland,OR
86,2402,Klickitat Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.053,36,117,Alameda Brewing,Portland,OR
87,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12.0 oz,0.082,103,117,Alameda Brewing,Portland,OR
88,1921,Freeride APA,American Pale Ale (APA),12.0 oz.,0.053,40,270,Alaskan Brewing Company,Juneau,AK
89,1920,Alaskan Amber,Altbier,12.0 OZ.,0.053,18,270,Alaskan Brewing Company,Juneau,AK
90,2501,Hopalicious,American Pale Ale (APA),12.0 OZ.,0.057,,73,Ale Asylum,Madison WI,
91,1535,Kentucky Kölsch,Kölsch,16.0 oz,0.043,,388,Alltech's Lexington Brewing Company,Lexington,KY
92,1149,Kentucky IPA,American IPA,16.0 OZ.,0.065,,388,Alltech's Lexington Brewing Company,Lexington,KY
93,1474,Dusty Trail Pale Ale,American Pale Ale (APA),16.0 oz. Alumi-Tek,0.054,,401,Amnesia Brewing Company,Washougal,WA
94,1473,Damnesia,American IPA,16.0 oz,0.062,,401,Amnesia Brewing Company,Washougal,WA
95,837,Desolation IPA,American IPA,16.0 ounce,0.062,43,401,Amnesia Brewing Company,Washougal,WA
96,2592,Liberty Ale,American IPA,12.0 oz. Alumi-Tek,0.06%,,35,Anchor Brewing Company,San Francisco,CA
97,2578,IPA,American IPA,12.0 ounce,0.07%,,35,Anchor Brewing Company,San Francisco,CA
98,2577,Summer Wheat,American Pale Wheat Ale,12.0 oz,0.05%,,35,Anchor Brewing Company,San Francisco,CA
99,2103,California Lager,American Amber / Red Lager,12.0 oz.,0.049,,35,Anchor Brewing Company,San Francisco,CA
100,2102,Brotherhood Steam,California Common / Steam Beer,12.0 ounce,0.06%,,35,Anchor Brewing Company,San Francisco,CA
101,2291,Blood Orange Gose,Gose,12.0 oz.,0.042,,171,Anderson Valley Brewing Company,Boonville,CA
102,1818,Keebarlin' Pale Ale,American Pale Ale (APA),12.0 oz,0.042,,171,Anderson Valley Brewing Company,Boonville,CA
103,1738,"the Kimmie, the Yink and the Holy Gose",Gose,12.0 oz.,0.05%,,171,Anderson Valley Brewing Company,Boonville,CA
104,1563,Fall Hornin',Pumpkin Ale,12.0 oz,0.06,,171,Anderson Valley Brewing Company,Boonville,CA
105,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,12.0 ounce,0.057,13,171,Anderson Valley Brewing Company,Boonville,CA
106,1350,Summer Solstice,Cream Ale,12.0 ounce,0.056,4,171,Anderson Valley Brewing Company,Boonville,CA
107,1327,Hop Ottin' IPA,American IPA,12.0 oz,0.07,80,171,Anderson Valley Brewing Company,Boonville,CA
108,1326,Boont Amber Ale,American Amber / Red Ale,12.0 oz.,0.06%,15,171,Anderson Valley Brewing Company,Boonville,CA
109,1221,Barney Flats Oatmeal Stout,Oatmeal Stout,12.0 oz. Alumi-Tek,0.057,13,171,Anderson Valley Brewing Company,Boonville,CA
110,1217,El Steinber Dark Lager,Vienna Lager,16.0 oz,0.055,25,171,Anderson Valley Brewing Company,Boonville,CA
111,811,Boont Amber Ale (2010),American Amber / Red Ale,12.0 oz.,0.06%,15,171,Anderson Valley Brewing Company,Boonville,CA
112,753,Summer Solstice Cerveza Crema (2009),Cream Ale,12.0 oz,0.056,4,171,Anderson Valley Brewing Company,Boonville,CA
113,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12.0 oz,0.06%,13,171,Anderson Valley Brewing Company,Boonville,CA
114,523,Winter Solstice,Winter Warmer,12.0 ounce,0.07%,6,171,Anderson Valley Brewing Company,Boonville,CA
115,367,Hop Ottin' IPA (2011),American IPA,12.0 ounce,0.07,80,171,Anderson Valley Brewing Company,Boonville,CA
116,78,Boont Amber Ale (2011),American Amber / Red Ale,12.0 ounce,0.058,15,171,Anderson Valley Brewing Company,Boonville,CA
117,77,Summer Solstice (2011),Cream Ale,12.0 oz.,0.056,4,171,Anderson Valley Brewing Company,Boonville,CA
118,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12.0 oz.,0.055,28,171,Anderson Valley Brewing Company,Boonville,CA
119,2337,Charlie's Rye IPA,American IPA,16.0 ounce,0.06,,146,Angry Minnow,Hayward,WI
120,410,River Pig Pale Ale,American Pale Ale (APA),16.0 oz,0.05%,,542,Angry Minnow Brewing Company,Hayward,WI
121,409,Oaky's Oatmeal Stout,Oatmeal Stout,16.0 oz.,0.05%,,542,Angry Minnow Brewing Company,Hayward WI,
122,1294,Angry Orchard Apple Ginger,Cider,16.0 oz.,0.05,,434,Angry Orchard Cider Company,Cincinnati,OH
123,1293,Angry Orchard Crisp Apple,Cider,16.0 oz.,0.05%,,434,Angry Orchard Cider Company,Cincinnati,OH
124,1292,Angry Orchard Crisp Apple,Cider,12.0 OZ.,0.05,,434,Angry Orchard Cider Company,Cincinnati,OH
125,2207,Golden One,Belgian Pale Ale,12.0 oz.,0.068,,193,Anthem Brewing Company,Oklahoma City,OK
126,2040,Arjuna,Witbier,12.0 ounce,0.06,,193,Anthem Brewing Company,Oklahoma City,OK
127,2039,Uroboros,American Stout,12.0 OZ.,0.09%,,193,Anthem Brewing Company,Oklahoma City,OK
128,2511,Long Leaf,American IPA,16.0 oz.,0.071,75,69,Appalachian Mountain Brewery,Boone,NC
129,2510,Honey Badger Blonde,American Blonde Ale,16.0 oz. Alumi-Tek,0.047,19,69,Appalachian Mountain Brewery,Boone,NC
130,2509,Porter (a/k/a Black Gold Porter),American Porter,16.0 ounce,0.06,23,69,Appalachian Mountain Brewery,Boone,NC
131,413,Sky High Rye,American Pale Ale (APA),12.0 oz. Silo Can,0.06%,55,541,Arcadia Brewing Company,Battle Creek,MI
132,390,Whitsun,American Pale Wheat Ale,12.0 oz.,0.062,17,541,Arcadia Brewing Company,Battle Creek,MI
133,735,On-On Ale (2008),American Pale Ale (APA),12.0 oz,0.052,,513,Arctic Craft Brewery,Colorado Springs,CO
134,1333,Quakertown Stout,American Double / Imperial Stout,12.0 ounce,0.092,50,426,Armadillo Ale Works,Denton TX,
135,1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12.0 oz.,0.05%,20,426,Armadillo Ale Works,Denton,TX
136,1172,Mo's Gose,Gose,16.0 oz,0.052,10,461,Armstrong Brewing Company,South San Francisco,CA
137,1322,Green Bullet Organic India Pale Ale,American IPA,16.0 oz.,0.07,45,429,Asher Brewing Company,Boulder,CO
138,550,Rocket Girl,Kölsch,12.0 oz,0.032,27,528,Asheville Brewing Company,Asheville,NC
139,429,Ninja Porter,American Porter,12.0 oz,0.053,26,528,Asheville Brewing Company,Asheville NC,
140,428,Shiva IPA,American IPA,12.0 oz.,0.06,69,528,Asheville Brewing Company,Asheville,NC
141,1640,Aslan Kölsch,Kölsch,16.0 ounce,0.048,,353,Aslan Brewing Company,Bellingham,WA
142,1639,Aslan IPA,American IPA,16.0 oz. Alumi-Tek,0.077,,353,Aslan Brewing Company,Bellingham,WA
143,1638,Aslan Amber,American Amber / Red Ale,16.0 oz. Silo Can,0.077,,353,Aslan Brewing Company,Bellingham,WA
144,597,This Season's Blonde,American Blonde Ale,12.0 oz.,0.056,27,523,Aspen Brewing Company,Aspen,CO
145,596,Independence Pass Ale,American IPA,12.0 oz,0.07%,67,523,Aspen Brewing Company,Aspen,CO
146,1580,Trolley Stop Stout,American Stout,12.0 oz.,0.057,40,374,Astoria Brewing Company,Astoria,OR
147,980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12.0 oz.,0.08%,138,374,Astoria Brewing Company,Astoria,OR
148,979,Poop Deck Porter,American Porter,12.0 ounce,0.062,35,374,Astoria Brewing Company,Astoria,OR
149,978,Old Red Beard Amber Ale,American Amber / Red Ale,12.0 OZ.,0.06,35,374,Astoria Brewing Company,Astoria,OR
150,2503,Hop A-Peel,American Double / Imperial IPA,16.0 ounce,0.075,115,72,Atwater Brewery,Detroit,MI
151,2502,Vanilla Java Porter,American Porter,16.0 oz.,0.06%,12,72,Atwater Brewery,Detroit,MI
152,2495,Michelada,Fruit / Vegetable Beer,16.0 oz,0.052,,72,Atwater Brewery,Detroit,MI
153,534,Dirty Blonde Ale,American Blonde Ale,12.0 oz.,0.045,8,72,Atwater Brewery,Detroit,MI
154,528,Grand Circus IPA,American IPA,12.0 oz,0.05%,62,72,Atwater Brewery,Detroit,MI
155,527,Atwater's Lager,Munich Helles Lager,12.0 oz.,0.05,12,72,Atwater Brewery,Detroit MI,
156,1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16.0 oz,0.07,,413,Austin Beerworks,Austin,TX
157,343,Fire Eagle IPA,American IPA,12.0 OZ.,0.06%,,413,Austin Beerworks,Austin,TX
158,342,Peacemaker,American Pale Ale (APA),12.0 oz,0.051,,413,Austin Beerworks,Austin,TX
159,341,Pearl-Snap,German Pilsener,12.0 oz.,0.053,,413,Austin Beerworks,Austin,TX
160,340,Black Thunder,Schwarzbier,12.0 ounce,0.052,,413,Austin Beerworks,Austin,TX
161,2589,Raja,American Double / Imperial IPA,12.0 oz.,0.08%,,37,Avery Brewing Company,Boulder,CO
162,2546,Perzik Saison,Saison / Farmhouse Ale,12.0 oz.,0.064,,37,Avery Brewing Company,Boulder,CO
163,146,Avery Joe’s Premium American Pilsner,German Pilsener,12.0 oz.,0.047,42,37,Avery Brewing Company,Boulder,CO
164,108,White Rascal,Witbier,12.0 oz.,0.056,10,37,Avery Brewing Company,Boulder,CO
165,107,Avery India Pale Ale,American IPA,12.0 oz,0.063,69,37,Avery Brewing Company,Boulder,CO
166,106,Ellie’s Brown Ale,American Brown Ale,12.0 ounce,0.055,17,37,Avery Brewing Company,Boulder,CO
167,1620,Pumpkin Beast,Pumpkin Ale,12.0 oz. Alumi-Tek,0.062,17,360,Aviator Brewing Company,Fuquay-Varina,NC
168,1579,OktoberBeast,Märzen / Oktoberfest,12.0 oz.,0.072,22,360,Aviator Brewing Company,Fuquay-Varina,NC
169,1228,Mad Beach,American Pale Wheat Ale,12.0 ounce,0.05%,23,360,Aviator Brewing Company,Fuquay-Varina,NC
170,705,Hog Wild India Pale Ale,American IPA,12.0 oz.,0.067,,360,Aviator Brewing Company,Fuquay-Varina,NC
171,704,Devils Tramping Ground Tripel,Tripel,12.0 oz.,0.092,5,360,Aviator Brewing Company,Fuquay-Varina,NC
172,702,Hot Rod Red,American Amber / Red Ale,12.0 ounce,0.061,41,360,Aviator Brewing Company,Fuquay-Varina,NC
173,2058,Palate Mallet,American Double / Imperial IPA,12.0 ounce,0.086,,235,Back East Brewing Company,Bloomfield,CT
174,1483,Back East Porter,American Porter,12.0 oz.,0.06,,235,Back East Brewing Company,Bloomfield,CT
175,1426,Back East Golden Ale,American Blonde Ale,12.0 OZ.,0.05%,,235,Back East Brewing Company,Bloomfield,CT
176,1132,Misty Mountain IPA,American IPA,12.0 oz.,0.07,,235,Back East Brewing Company,Bloomfield,CT
177,1131,Back East Ale,American Amber / Red Ale,12.0 ounce,0.05,,235,Back East Brewing Company,Bloomfield,CT
178,1876,Truck Stop Honey Brown Ale,English Brown Ale,12.0 ounce,0.06%,,286,Back Forty Beer Company,Gadsden,AL
179,1875,Naked Pig Pale Ale,American Pale Ale (APA),12.0 oz,0.06%,43,286,Back Forty Beer Company,Gadsden,AL
180,966,Topcutter India Pale Ale,American IPA,12.0 ounce,0.068,70,483,Bale Breaker Brewing Company,Yakima,WA
181,965,Field 41 Pale Ale,American Pale Ale (APA),12.0 ounce,0.04%,38,483,Bale Breaker Brewing Company,Yakima,WA
182,2593,Grapefruit Sculpin,American IPA,12.0 ounce,0.07%,,34,Ballast Point Brewing Company,San Diego,CA
183,2105,Even Keel,American IPA,12.0 ounce,0.04%,40,34,Ballast Point Brewing Company,San Diego CA,
184,1401,Ballast Point Pale Ale,Kölsch,12.0 OZ.,0.05%,23,34,Ballast Point Brewing Company,San Diego,CA
185,1400,Big Eye India Pale Ale,American IPA,12.0 OZ.,0.07,75,34,Ballast Point Brewing Company,San Diego,CA
186,1019,Longfin Lager,Munich Helles Lager,12.0 oz,0.046,,34,Ballast Point Brewing Company,San Diego,CA
187,1018,Sculpin IPA,American IPA,12.0 oz.,0.07,70,34,Ballast Point Brewing Company,San Diego,CA
188,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),12.0 oz. Alumi-Tek,0.045,,318,Banner Beer Company,Williamsburg,MA
189,1644,Banner American Rye,Rye Beer,12.0 oz,0.05%,20,318,Banner Beer Company,Williamsburg,MA
190,1643,Banner American Ale,American Amber / Red Ale,12.0 ounce,0.035,45,318,Banner Beer Company,Williamsburg,MA
191,2618,Thai.p.a,American IPA,16.0 oz,0.07,46,20,Bare Hands Brewery,Granger,IN
192,2005,Barrio Blanco,American IPA,12.0 oz.,0.06,60,251,Barrio Brewing Company,Tucson,AZ
193,1343,Barrio Tucson Blonde,American Blonde Ale,12.0 oz,0.045,,251,Barrio Brewing Company,Tucson,AZ
194,2404,Hop in the ‘Pool Helles,American Pilsner,12.0 oz. Alumi-Tek,0.05%,22,116,Base Camp Brewing Co.,Portland,OR
195,2323,Ultra Gnar Gnar IPA,American IPA,12.0 oz.,0.067,60,116,Base Camp Brewing Co.,Portland,OR
196,2189,In-Tents India Pale Lager,American Pale Lager,12.0 ounce,0.068,62,116,Base Camp Brewing Co.,Portland,OR
197,2188,Lost Meridian Wit,Witbier,12.0 oz.,0.05,20,116,Base Camp Brewing Co.,Portland,OR
198,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0 oz,0.051,45,116,Base Camp Brewing Co.,Portland,OR
199,1966,Wagon Party,California Common / Steam Beer,12.0 ounce,0.054,55,258,Bauhaus Brew Labs,Minneapolis,MN
200,1965,Sky-Five,American IPA,12.0 oz.,0.07%,70,258,Bauhaus Brew Labs,Minneapolis,MN
201,1964,Stargrazer,Schwarzbier,12.0 oz.,0.05,28,258,Bauhaus Brew Labs,Minneapolis,MN
202,1963,Wonderstuff,German Pilsener,12.0 oz.,0.054,48,258,Bauhaus Brew Labs,Minneapolis,MN
203,1855,Tarnation California-Style Lager,California Common / Steam Beer,12.0 oz,0.053,,292,Baxter Brewing Company,Lewiston,ME
204,1778,On the Count of 3 (2015),Hefeweizen,16.0 oz,0.07%,42,292,Baxter Brewing Company,Lewiston,ME
205,1209,Summer Swelter,American Pale Wheat Ale,12.0 oz,0.047,,292,Baxter Brewing Company,Lewiston,ME
206,954,Phantom Punch Winter Stout,Foreign / Export Stout,12.0 oz.,0.068,,292,Baxter Brewing Company,Lewiston,ME
207,910,Hayride Autumn Ale,Rye Beer,12.0 ounce,0.066,,292,Baxter Brewing Company,Lewiston,ME
208,707,Celsius Summer Ale (2012),American Pale Wheat Ale,12.0 oz.,0.047,,292,Baxter Brewing Company,Lewiston,ME
209,533,Amber Road,American Amber / Red Ale,12.0 oz.,0.055,35,292,Baxter Brewing Company,Lewiston,ME
210,183,Pamola Xtra Pale Ale,American Pale Ale (APA),12.0 OZ.,0.05%,28,292,Baxter Brewing Company,Lewiston,ME
211,182,Stowaway IPA,American IPA,12.0 oz,0.069,69,292,Baxter Brewing Company,Lewiston,ME
212,1806,Hoptopus Double IPA,American Double / Imperial IPA,16.0 ounce,0.088,108,306,Beach Brewing Company,Virginia Beach,VA
213,2435,Watermelon Ale,Fruit / Vegetable Beer,12.0 OZ.,0.05,10,103,Beer Works Brewery,Lowell,MA
214,2423,Fenway American Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.06%,45,103,Beer Works Brewery,Lowell,MA
215,2420,Back Bay IPA,American IPA,12.0 oz.,0.07%,85,103,Beer Works Brewery,Lowell,MA
216,2419,Bunker Hill Blueberry Ale,Other,12.0 ounce,0.048,16,103,Beer Works Brewery,Lowell,MA
217,2494,Oberon,American Pale Wheat Ale,12.0 oz,0.06%,,76,Bell's Brewery,Kalamazoo,MI
218,2325,Smitten,Rye Beer,16.0 oz.,0.06%,,76,Bell's Brewery,Kalamazoo,MI
219,2022,Winter White,Witbier,16.0 oz.,0.05,,76,Bell's Brewery,Kalamazoo,MI
220,1989,Oberon,American Pale Wheat Ale,16.0 oz.,0.058,,76,Bell's Brewery,Kalamazoo,MI
221,1988,Two Hearted,American IPA,16.0 OZ.,0.07,,76,Bell's Brewery,Kalamazoo,MI
222,1955,Best Brown,American Brown Ale,16.0 oz.,0.058,,76,Bell's Brewery,Kalamazoo,MI
223,2558,Moar,English India Pale Ale (IPA),12.0 oz.,0.044,44,53,Bent Brewstillery,Roseville,MN
224,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16.0 ounce,0.083,,53,Bent Brewstillery,Roseville,MN
225,2556,Nordic Blonde,American Blonde Ale,12.0 oz.,0.06%,27,53,Bent Brewstillery,Roseville,MN
226,2496,Cold Press,American Black Ale,12.0 OZ.,0.06,,75,Bent Paddle Brewing Company,Duluth,MN
227,2410,Harness the Winter,American IPA,12.0 oz.,0.072,87,75,Bent Paddle Brewing Company,Duluth,MN
228,1902,14° ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.056,32,75,Bent Paddle Brewing Company,Duluth,MN
229,1901,Bent Hop Golden IPA,American IPA,12.0 oz.,0.062,68,75,Bent Paddle Brewing Company,Duluth,MN
230,1261,Bent Paddle Black Ale,American Black Ale,12.0 oz.,0.06%,34,75,Bent Paddle Brewing Company,Duluth MN,
231,1253,Venture Pils,German Pilsener,12.0 oz.,0.05,38,75,Bent Paddle Brewing Company,Duluth,MN
232,1900,Lost Sailor IPA,English India Pale Ale (IPA),12.0 ounce,0.055,40,278,Berkshire Brewing Company,South Deerfield,MA
233,1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),12.0 oz,0.053,20,278,Berkshire Brewing Company,South Deerfield,MA
