row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
55,RatingValue,pattern_violation,7,7,0,,
55,RatingCount,pattern_violation,"61,754",61754,0,,
56,RatingCount,pattern_violation,"125,748",125748,0,,
57,RatingCount,pattern_violation,"1,908",1908,0,,
58,Id,pattern_violation,immortals_2011,tt1253864,0,,
58,Year,pattern_violation,2010 2011 2012,2011,0,,
58,Release Date,pattern_violation,"Nov 11, 2011 Wide",11 November 2011 (USA),0,,
58,Director,pattern_violation,"Tarsem Singh,Tarsem Singh Dhandwar",Tarsem Singh,0,,
58,Creator,pattern_violation,"Charles Parlapanides,Vlas Parlapanides","Charley Parlapanides,Vlas Parlapanides",0,,
58,Duration,missing_value,nan,110 min,1,,
58,RatingValue,pattern_violation,"5/10,5/10",6.1,0,,
58,RatingCount,pattern_violation,"131,158",131158,0,,
58,Genre,pattern_violation,"Classics,Action & Adventure","Action,Drama,Fantasy",0,,
58,Description,pattern_violation,"The brutal and bloodthirsty King Hyperion (Mickey Rourke) and his murderous Heraklion army are rampaging across Greece in search of the long lost Bow of Epirus. With the invincible Bow, the king will be able to overthrow the Gods of Olympus and become the undisputed master of his world. With ruthless efficiency, Hyperion and his legions destroy everything in their wake, and it seems nothing will stop the evil king's mission. As village after village is obliterated, a stonemason named Theseus,(Henry Cavill) vows to avenge the death of his mother in one of Hyperion's raids. When Theseus meets the Sybelline Oracle, Phaedra (Freida Pinto), her disturbing visions of the young man's future convince her that he is the key to stopping the destruction. With her help, Theseus assembles a small band of followers and embraces his destiny in a final desperate battle for the future of humanity. -- (C) Relativity Media","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",0,,
59,RatingCount,pattern_violation,"2,547",2547,0,,
60,Id,pattern_violation,american_ultra,tt3316948,0,,
60,Year,pattern_violation,2014 2015 2016,2015,0,,
60,Release Date,pattern_violation,"Aug 21, 2015 Limited",21 August 2015 (USA),0,,
60,Duration,pattern_violation,1 hr. 39 min.,96 min,0,,
60,RatingValue,pattern_violation,"5.4/10,6/10",6.3,0,,
60,RatingCount,pattern_violation,"13,532",13532,0,,
60,Genre,pattern_violation,"Action & Adventure,Comedy","Action,Comedy",0,,
60,Description,pattern_violation,"American Ultra is a fast-paced action comedy about Mike (Eisenberg), a seemingly hapless and unmotivated stoner whose small-town life with his live-in girlfriend, Phoebe (Stewart), is suddenly turned upside down. Unbeknownst to him, Mike is actually a highly trained, lethal sleeper agent. In the blink of an eye, as his secret past comes back to haunt him, Mike is thrust into the middle of a deadly government operation and is forced to summon his inner action-hero in order to survive. (C),Lionsgate",A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.,0,,
61,RatingCount,pattern_violation,"61,611",61611,0,,
62,RatingCount,pattern_violation,"95,536",95536,0,,
63,RatingValue,pattern_violation,7,7,0,,
63,RatingCount,pattern_violation,"56,108",56108,0,,
64,RatingCount,pattern_violation,"82,071",82071,0,,
65,RatingValue,pattern_violation,2,2,0,,
65,RatingCount,pattern_violation,"2,599",2599,0,,
66,RatingCount,pattern_violation,"3,520",3520,0,,
67,Id,pattern_violation,sounder,tt0069303,0,,
67,Year,pattern_violation,1971 1972 1973,1972,0,,
67,Release Date,pattern_violation,"Aug 18, 1972 Wide",10 May 1973 (France),0,,
67,Creator,pattern_violation,"Lonne Elder, III","Lonne Elder III,William H. Armstrong",0,,
67,Duration,pattern_violation,1 hr. 45 min.,105 min,0,,
67,RatingValue,pattern_violation,"7.7/10,6.5/10",7.7,0,,
67,RatingCount,pattern_violation,"2,384",2384,0,,
67,Genre,pattern_violation,"Drama,Kids & Family,Classics","Drama,Family",0,,
67,Description,pattern_violation,"Set during the 1930s, this film is the tale of a family of Black sharecroppers struggling to survive the Great Depression. After suffering months of poverty, the father steals in order to support his family. He is sent to jail, leaving the mother to care for the family and farm.",The oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.,0,,
68,RatingValue,pattern_violation,8,8,0,,
68,RatingCount,pattern_violation,"6,329",6329,0,,
69,RatingCount,pattern_violation,"1,784",1784,0,,
70,RatingCount,pattern_violation,"1,841",1841,0,,
71,RatingCount,pattern_violation,"50,773",50773,0,,
77,RatingCount,pattern_violation,"3,074",3074,0,,
79,RatingCount,pattern_violation,"1,714",1714,0,,
80,RatingValue,pattern_violation,7,7,0,,
81,RatingCount,pattern_violation,"1,087",1087,0,,
84,RatingCount,pattern_violation,"1,322",1322,0,,
85,RatingCount,pattern_violation,"8,857",8857,0,,
86,RatingValue,pattern_violation,8,8,0,,
86,RatingCount,pattern_violation,"14,598",14598,0,,
87,RatingCount,pattern_violation,"16,742",16742,0,,
88,RatingCount,pattern_violation,"1,015",1015,0,,
89,RatingCount,pattern_violation,"1,427",1427,0,,
91,RatingCount,pattern_violation,"4,099",4099,0,,
92,RatingValue,pattern_violation,8,8,0,,
92,RatingCount,pattern_violation,"14,303",14303,0,,
93,RatingCount,pattern_violation,"2,068",2068,0,,
94,RatingCount,pattern_violation,"1,243",1243,0,,
96,RatingCount,pattern_violation,"3,993",3993,0,,
97,RatingCount,pattern_violation,"2,121",2121,0,,
99,RatingCount,pattern_violation,"1,649",1649,0,,
100,RatingCount,pattern_violation,"1,834",1834,0,,
101,RatingCount,pattern_violation,"4,417",4417,0,,
102,RatingCount,pattern_violation,"1,784",1784,0,,
104,RatingCount,pattern_violation,"3,558",3558,0,,
105,RatingCount,pattern_violation,"1,208",1208,0,,
107,RatingCount,pattern_violation,"118,639",118639,0,,
108,RatingCount,pattern_violation,"23,331",23331,0,,
109,RatingCount,pattern_violation,"15,029",15029,0,,
110,RatingCount,pattern_violation,"97,439",97439,0,,
111,RatingCount,pattern_violation,"57,873",57873,0,,
112,RatingCount,pattern_violation,"10,548",10548,0,,
113,RatingCount,pattern_violation,"41,907",41907,0,,
114,RatingCount,pattern_violation,"4,440",4440,0,,
115,RatingCount,pattern_violation,"15,509",15509,0,,
116,RatingCount,pattern_violation,"56,983",56983,0,,
117,RatingCount,pattern_violation,"144,604",144604,0,,
118,RatingValue,pattern_violation,8,8,0,,
118,RatingCount,pattern_violation,"129,025",129025,0,,
119,RatingCount,pattern_violation,"21,171",21171,0,,
120,RatingCount,pattern_violation,"19,248",19248,0,,
121,RatingCount,pattern_violation,"68,036",68036,0,,
122,RatingCount,pattern_violation,"115,051",115051,0,,
123,RatingCount,pattern_violation,"132,048",132048,0,,
124,RatingCount,pattern_violation,"94,966",94966,0,,
125,RatingCount,pattern_violation,"69,551",69551,0,,
126,RatingCount,pattern_violation,"12,925",12925,0,,
127,RatingCount,pattern_violation,"13,361",13361,0,,
128,RatingCount,pattern_violation,"13,470",13470,0,,
129,RatingCount,pattern_violation,"11,654",11654,0,,
130,RatingCount,pattern_violation,"1,020,855",1020855,0,,
131,RatingCount,pattern_violation,"92,365",92365,0,,
132,RatingCount,pattern_violation,"149,320",149320,0,,
134,RatingCount,pattern_violation,"23,943",23943,0,,
135,RatingCount,pattern_violation,"31,137",31137,0,,
136,RatingCount,pattern_violation,"3,423",3423,0,,
137,RatingCount,pattern_violation,"4,809",4809,0,,
138,RatingCount,pattern_violation,"30,481",30481,0,,
139,RatingValue,pattern_violation,8,8,0,,
139,RatingCount,pattern_violation,"61,535",61535,0,,
140,RatingCount,pattern_violation,"79,227",79227,0,,
141,RatingCount,pattern_violation,"278,418",278418,0,,
142,RatingCount,pattern_violation,"343,566",343566,0,,
143,RatingCount,pattern_violation,"425,126",425126,0,,
144,RatingCount,pattern_violation,"564,457",564457,0,,
145,RatingValue,pattern_violation,8,8,0,,
145,RatingCount,pattern_violation,"274,949",274949,0,,
146,RatingCount,pattern_violation,"126,092",126092,0,,
147,RatingCount,pattern_violation,"114,950",114950,0,,
148,RatingCount,pattern_violation,"62,596",62596,0,,
149,RatingCount,pattern_violation,"50,894",50894,0,,
150,RatingValue,pattern_violation,6,6,0,,
150,RatingCount,pattern_violation,"122,767",122767,0,,
151,RatingCount,pattern_violation,"119,968",119968,0,,
152,RatingCount,pattern_violation,"167,512",167512,0,,
153,RatingValue,pattern_violation,7,7,0,,
153,RatingCount,pattern_violation,"137,548",137548,0,,
154,RatingCount,pattern_violation,"129,553",129553,0,,
155,RatingCount,pattern_violation,"66,537",66537,0,,
156,RatingCount,pattern_violation,"3,086",3086,0,,
157,RatingCount,pattern_violation,"1,578",1578,0,,
158,RatingCount,pattern_violation,"1,757",1757,0,,
159,RatingCount,pattern_violation,"12,474",12474,0,,
160,Id,pattern_violation,1009427-heaven_can_wait,tt0077663,0,,
160,Year,pattern_violation,1977 1978 1979,1978,0,,
160,Release Date,pattern_violation,"Jun 28, 1978 Wide",28 June 1978 (USA),0,,
160,Duration,pattern_violation,1 hr. 41 min.,101 min,0,,
160,RatingValue,pattern_violation,"7.1/10,5.6/10",6.9,0,,
160,RatingCount,pattern_violation,"13,441",13441,0,,
160,Genre,pattern_violation,"Romance,Sports & Fitness,Science Fiction & Fantasy,Comedy","Comedy,Fantasy,Romance",0,,
160,Description,pattern_violation,"Opting for light entertainment after the critical satire of Shampoo (1975), producer-director-writer-star Warren Beatty remade the 1941 comic fantasy Here Comes Mr. Jordan. Dimly amiable L.A. Rams quarterback Joe Pendleton (Beatty) is prematurely called to Heaven by an over-eager escort (Buck Henry, who co-directed) after a traffic accident. When archangel Mr. Jordan (James Mason) discovers the error, he offers to return Joe to his body, only to find that it has been cremated. On the verge of,playing in the Super Bowl, Joe demands a fit body rather than the old about-to-be-murdered industrialist Farnsworth he has been offered, but he reconsiders when he sees environmentalist Betty Logan (Julie Christie) in Farnsworth's house. Assuming Farnsworth's body while keeping his sweet self, Joe hires his beloved coach Max Corkle (Jack Warden) to get him in shape (after convincing Max who he really is), sets Farnsworth's business on an eco-friendly path, and romances Betty. Farnsworth's homicidal wife (Dyan Cannon) and secretary (Charles Grodin), however, are still determined to succeed in their plan to kill him. When Mr. Jordan finally finds the Super Bowl body Joe wanted, Joe has to trade his old self for the new life -- but will he remember his love for Betty? Heaven Can Wait offered contemporary yet old-fashioned escapism and tapped into the late-1970s vogue for nostalgic fun, becoming one of 1978's most popular summer movies after Grease. Updating the original while following its blueprint, Beatty and co-writer Elaine May switched Joe's sport and turned Joe into a man of his '70s moment, adoring Betty for her convictions and favoring 'green' policies over corporate greed. Gently breathing life into a classic form, Heaven Can Wait found romantic innocence in a jaded time, and it went on to receive nine Oscar nominations, including Best Picture.","A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire.",0,,
161,Id,pattern_violation,bugsy,tt0101516,0,,
161,Year,pattern_violation,1990 1991 1992,1991,0,,
161,Release Date,pattern_violation,"Dec 13, 1991 Wide",20 December 1991 (USA),0,,
161,Creator,pattern_violation,James Toback,"James Toback,Dean Jennings",0,,
161,Duration,pattern_violation,2 hr. 16 min.,136 min,0,,
161,RatingValue,pattern_violation,"7/10,8.4/10",6.8,0,,
161,RatingCount,pattern_violation,"20,281",20281,0,,
161,Genre,pattern_violation,Drama,"Biography,Crime,Drama",0,,
161,Description,pattern_violation,"Brutal and batty as a March hare, notorious gangster Bugsy Siegel played a crucial role in making Las Vegas the gambling capitol of the United States. This arresting biopic starring Warren Beatty offers a remarkably cliché-free look at the mobster's life and times.",The story of how Bugsy Siegel started Las Vegas.,0,,
162,RatingCount,pattern_violation,"16,212",16212,0,,
163,RatingCount,pattern_violation,"40,547",40547,0,,
164,RatingCount,pattern_violation,"24,944",24944,0,,
165,RatingCount,pattern_violation,"24,560",24560,0,,
166,RatingCount,pattern_violation,"4,950",4950,0,,
167,RatingCount,pattern_violation,"4,074",4074,0,,
168,Id,pattern_violation,pennies_from_heaven_1936,tt0028092,0,,
168,Name,pattern_violation,Pennies From Heaven,Pennies from Heaven,0,,
168,Year,pattern_violation,1935 1936 1937,1936,0,,
168,Release Date,pattern_violation,"Nov 25, 1936 Limited",25 November 1936 (USA),0,,
168,Director,pattern_violation,"Norman McLeod,Norman Z. McLeod",Norman Z. McLeod,0,,
168,Creator,pattern_violation,"Katherine Leslie Moore,William Rankin,Jo Swerling","Katherine Leslie Moore,William Rankin",0,,
168,Duration,pattern_violation,1 hr. 20 min.,81 min,0,,
168,RatingValue,missing_value,nan,6.7,1,,
168,Genre,pattern_violation,"Drama,Musical & Performing Arts,Classics,Comedy","Comedy,Drama,Musical",0,,
168,Description,pattern_violation,"In this sentimental musical drama, Bing Crosby is in jail on a trumped-up charge. Crosby meets a condemned prisoner and promises the doomed man to look after his little girl. The girl's grandfather is also part of the 'deal,' and soon the footloose Crosby finds himself overwhelmed by his responsibilities.","Larry Poole, in prison on a false charge, promise an inmate that when he gets out he will look up and help out a family. The family turns out to be a young girl, Patsy Smith, and her ...",0,,
169,RatingCount,pattern_violation,"1,556",1556,0,,
170,RatingCount,pattern_violation,"1,071",1071,0,,
171,RatingCount,pattern_violation,"1,954",1954,0,,
172,RatingCount,pattern_violation,"2,288",2288,0,,
173,RatingCount,pattern_violation,"5,384",5384,0,,
174,Id,pattern_violation,fort_apache,tt0040369,0,,
174,Year,pattern_violation,1947 1948 1949,1948,0,,
174,Release Date,pattern_violation,"Mar 9, 1948 Wide",14 June 1948 (Brazil),0,,
174,Creator,pattern_violation,Frank S. Nugent,"Frank S. Nugent,James Warner Bellah",0,,
174,Duration,pattern_violation,2 hr. 7 min.,125 min,0,,
174,RatingValue,pattern_violation,8.3/10,7.6,0,,
174,RatingCount,pattern_violation,"11,718",11718,0,,
174,Genre,pattern_violation,"Western,Classics",Western,0,,
174,Description,pattern_violation,"The soldiers at Fort Apache may disagree with the tactics of their glory-seeking new commander. But to a man, they're duty-bound to obey - even when it means almost certain disaster. John Wayne, Henry Fonda and many familiar supporting players from master director John Ford's 'stock company' saddle up for the first film in the director's famed cavalry trilogy (She Wore a Yellow Ribbon and Rio Grande are the others). Roughhouse camaraderie, sentimental vignettes of frontier life, massive action,sequences staged in Monument Valley - all are part of Fort Apache. So is Ford's exploration of the West's darker side. Themes of justice, heroism and honor that Ford would revisit in later Westerns are given rein in this moving, thought-provoking film that, even as it salutes a legend, gives reasons to question it.","At Fort Apache, an honorable and veteran war captain finds conflict when his regime is placed under the command of a young, glory hungry lieutenant colonel with no respect for the local Indian tribe.",0,,
175,RatingCount,pattern_violation,"16,422",16422,0,,
176,RatingCount,pattern_violation,"9,563",9563,0,,
177,RatingValue,pattern_violation,7,7,0,,
177,RatingCount,pattern_violation,"4,791",4791,0,,
178,RatingCount,pattern_violation,"5,384",5384,0,,
179,RatingCount,pattern_violation,"8,473",8473,0,,
180,RatingCount,pattern_violation,"82,023",82023,0,,
181,RatingCount,pattern_violation,"8,457",8457,0,,
182,RatingCount,pattern_violation,"3,332",3332,0,,
183,Id,pattern_violation,1081203-borrowers,tt0118755,0,,
183,Year,pattern_violation,1997 1998 1999,1997,0,,
183,Release Date,pattern_violation,"Feb 13, 1998 Wide",13 February 1998 (USA),0,,
183,Director,pattern_violation,"Peter Hewitt (I),Peter Hewitt",Peter Hewitt,0,,
183,Creator,pattern_violation,"John Kamps,Gavin Scott,John Camps","Mary Norton,Gavin Scott",0,,
183,Duration,pattern_violation,1 hr. 26 min.,89 min,0,,
183,RatingValue,pattern_violation,"6.8/10,7.7/10",5.8,0,,
183,RatingCount,pattern_violation,"15,460",15460,0,,
183,Genre,pattern_violation,"Science Fiction & Fantasy,Kids & Family","Comedy,Family,Fantasy",0,,
183,Description,pattern_violation,"Mary Norton's children's books about a family of four-inch-tall people who share accommodations with giant 'beans' (as in 'human bein's') are brought to the screen in beautifully scaled detail, but neither the story nor the characters come alive.",A secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.,0,,
184,RatingCount,pattern_violation,"3,046",3046,0,,
185,RatingCount,pattern_violation,"1,712",1712,0,,
186,RatingCount,pattern_violation,"7,176",7176,0,,
187,RatingCount,pattern_violation,"15,455",15455,0,,
189,RatingCount,pattern_violation,"3,804",3804,0,,
190,RatingCount,pattern_violation,"181,758",181758,0,,
191,RatingCount,pattern_violation,"3,460",3460,0,,
192,RatingCount,pattern_violation,"1,082",1082,0,,
193,RatingCount,pattern_violation,"122,545",122545,0,,
194,RatingCount,pattern_violation,"51,492",51492,0,,
195,RatingCount,pattern_violation,"72,327",72327,0,,
198,RatingCount,pattern_violation,"3,485",3485,0,,
199,RatingCount,pattern_violation,"10,176",10176,0,,
200,RatingCount,pattern_violation,"11,584",11584,0,,
201,RatingCount,pattern_violation,"44,968",44968,0,,
202,RatingCount,pattern_violation,"86,365",86365,0,,
203,RatingCount,pattern_violation,"33,751",33751,0,,
204,RatingCount,pattern_violation,"57,506",57506,0,,
205,RatingValue,pattern_violation,6,6,0,,
205,RatingCount,pattern_violation,"45,396",45396,0,,
206,RatingCount,pattern_violation,"40,363",40363,0,,
207,RatingCount,pattern_violation,"77,670",77670,0,,
208,RatingCount,pattern_violation,"256,209",256209,0,,
209,RatingValue,pattern_violation,7,7,0,,
209,RatingCount,pattern_violation,"1,930",1930,0,,
210,RatingCount,pattern_violation,"7,064",7064,0,,
211,RatingCount,pattern_violation,"4,612",4612,0,,
212,RatingCount,pattern_violation,"249,318",249318,0,,
213,RatingValue,pattern_violation,7,7,0,,
213,RatingCount,pattern_violation,"3,226",3226,0,,
214,RatingCount,pattern_violation,"139,831",139831,0,,
215,RatingCount,pattern_violation,"327,360",327360,0,,
216,RatingCount,pattern_violation,"135,403",135403,0,,
217,RatingCount,pattern_violation,"36,490",36490,0,,
218,RatingCount,pattern_violation,"1,612",1612,0,,
219,RatingCount,pattern_violation,"12,692",12692,0,,
220,RatingCount,pattern_violation,"1,416",1416,0,,
222,RatingCount,pattern_violation,"1,061",1061,0,,
223,RatingCount,pattern_violation,"10,949",10949,0,,
224,RatingCount,pattern_violation,"5,826",5826,0,,
225,RatingCount,pattern_violation,"5,578",5578,0,,
226,RatingCount,pattern_violation,"9,432",9432,0,,
227,Id,pattern_violation,young_savages,tt0055633,0,,
227,Year,pattern_violation,1960 1961 1962,1961,0,,
227,Release Date,pattern_violation,"May 24, 1961 Wide",24 May 1961 (USA),0,,
227,Duration,pattern_violation,1 hr. 50 min.,103 min,0,,
227,RatingValue,pattern_violation,6月10日,7,0,,
227,RatingCount,pattern_violation,"1,300",1300,0,,
227,Genre,pattern_violation,"Drama,Classics","Action,Crime,Drama",0,,
227,Description,pattern_violation,"The Young Savages is what used to be called a 'thinking man's picture' about a potentially lurid subject: urban juvenile delinquency. A blind Puerto Rican boy is knifed to death in Spanish Harlem, and three teenage gang members are accused of the crime. Politically ambitious assistant DA Burt Lancaster initially presses for the conviction of all three boys. But as he gets deeper into the case, he realizes that what appears cut-and-dried on the surface is tortuously complex: for starters, the,murder victim was hardly the paragon of virtue that the prosecution claims. Despite pressure from his superiors and from members of the accused boys' gang (who at one point threaten Lancaster's wife Dina Merrill with a switchblade,) Lancaster nonetheless sees to it that justice is properly administered. The defendants are portrayed with varying degrees of Brando/Dean 'method' by John Davis Chandler, Neil Nephew and Stanley Kristien; more believable, less affected performances are rendered by Shelley Winters, Pilar Seurat and Telly Savalas. Filmed on location in New York, The Young Savages was based on the Evan Hunter novel A Matter of Conviction. ~ Hal Erickson, Rovi",A district attorney investigates the racially charged case of three teenagers accused of the murder of a blind Puerto Rican boy. He begins to discover that the facts in the case aren't ...,0,,
228,RatingCount,pattern_violation,"2,145",2145,0,,
229,RatingCount,pattern_violation,"3,467",3467,0,,
232,RatingCount,pattern_violation,"1,234",1234,0,,
233,RatingCount,pattern_violation,"9,818",9818,0,,
234,RatingCount,pattern_violation,"3,009",3009,0,,
236,RatingValue,pattern_violation,7,7,0,,
237,RatingCount,pattern_violation,"1,584",1584,0,,
238,RatingCount,pattern_violation,"56,945",56945,0,,
239,RatingCount,pattern_violation,"1,044",1044,0,,
240,RatingCount,pattern_violation,"4,920",4920,0,,
241,RatingCount,pattern_violation,"263,441",263441,0,,
242,RatingCount,pattern_violation,"67,925",67925,0,,
243,RatingCount,pattern_violation,"180,652",180652,0,,
244,RatingCount,pattern_violation,"257,100",257100,0,,
245,RatingCount,pattern_violation,"68,776",68776,0,,
246,RatingValue,pattern_violation,7,7,0,,
246,RatingCount,pattern_violation,"77,466",77466,0,,
247,RatingCount,pattern_violation,"258,437",258437,0,,
248,RatingCount,pattern_violation,"1,070",1070,0,,
249,RatingCount,pattern_violation,"42,533",42533,0,,
250,RatingCount,pattern_violation,"128,005",128005,0,,
251,RatingCount,pattern_violation,"36,160",36160,0,,
255,RatingCount,pattern_violation,"1,617",1617,0,,
256,RatingCount,pattern_violation,"161,191",161191,0,,
257,RatingCount,pattern_violation,"169,343",169343,0,,
258,RatingCount,pattern_violation,"159,465",159465,0,,
259,RatingCount,pattern_violation,"65,340",65340,0,,
260,RatingCount,pattern_violation,"34,316",34316,0,,
262,RatingCount,pattern_violation,"25,273",25273,0,,
263,RatingCount,pattern_violation,"202,803",202803,0,,
266,RatingValue,pattern_violation,6,6,0,,
267,RatingCount,pattern_violation,"225,665",225665,0,,
268,RatingCount,pattern_violation,"265,291",265291,0,,
273,RatingCount,pattern_violation,"1,277",1277,0,,
274,RatingCount,pattern_violation,"1,657",1657,0,,
277,RatingCount,pattern_violation,"2,611",2611,0,,
278,RatingCount,pattern_violation,"13,064",13064,0,,
279,RatingCount,pattern_violation,"14,503",14503,0,,
280,RatingValue,pattern_violation,7,7,0,,
280,RatingCount,pattern_violation,"20,766",20766,0,,
281,RatingCount,pattern_violation,"37,426",37426,0,,
282,RatingCount,pattern_violation,"51,021",51021,0,,
283,RatingCount,pattern_violation,"47,450",47450,0,,
284,RatingCount,pattern_violation,"12,608",12608,0,,
285,RatingCount,pattern_violation,"6,956",6956,0,,
286,RatingCount,pattern_violation,"50,361",50361,0,,
287,RatingCount,pattern_violation,"36,302",36302,0,,
288,RatingCount,pattern_violation,"248,241",248241,0,,
289,RatingCount,pattern_violation,"162,343",162343,0,,
290,RatingCount,pattern_violation,"282,420",282420,0,,
291,RatingCount,pattern_violation,"136,443",136443,0,,
292,RatingCount,pattern_violation,"115,631",115631,0,,
293,RatingCount,pattern_violation,"4,992",4992,0,,
294,RatingCount,pattern_violation,"192,698",192698,0,,
295,RatingCount,pattern_violation,"607,376",607376,0,,
296,RatingCount,pattern_violation,"643,673",643673,0,,
297,RatingCount,pattern_violation,"135,914",135914,0,,
298,RatingCount,pattern_violation,"150,676",150676,0,,
299,RatingCount,pattern_violation,"150,239",150239,0,,
300,RatingCount,pattern_violation,"113,941",113941,0,,
301,RatingCount,pattern_violation,"35,168",35168,0,,
302,RatingCount,pattern_violation,"63,078",63078,0,,
303,RatingCount,pattern_violation,"89,049",89049,0,,
304,RatingCount,pattern_violation,"121,416",121416,0,,
305,RatingCount,pattern_violation,"159,364",159364,0,,
306,RatingCount,pattern_violation,"135,559",135559,0,,
307,RatingCount,pattern_violation,"279,650",279650,0,,
308,RatingCount,pattern_violation,"154,165",154165,0,,
309,RatingCount,pattern_violation,"165,153",165153,0,,
310,RatingCount,pattern_violation,"480,946",480946,0,,
311,Id,pattern_violation,iron_man,tt0371746,0,,
311,Year,pattern_violation,2007 2008 2009,2008,0,,
311,Release Date,pattern_violation,"Apr 14, 2008 Wide",2 May 2008 (USA),0,,
311,Creator,pattern_violation,"Matthew Holloway,Arthur Marcum,Matthew Hollaway,Mark Fergus,Hawk Ostby","Mark Fergus,Hawk Ostby",0,,
311,Duration,missing_value,nan,126 min,1,,
311,RatingValue,pattern_violation,"7.7/10,7.5/10",7.9,0,,
311,RatingCount,pattern_violation,"624,108",624108,0,,
311,Genre,pattern_violation,"Drama,Action & Adventure,Science Fiction & Fantasy","Action,Adventure,Sci-Fi",0,,
311,Description,pattern_violation,"Billionaire industrialist and genius inventor Tony Stark is kidnapped and forced to build a devastating weapon. Instead, using his intelligence and ingenuity, Tony builds a high-tech suit of armor and escapes captivity. When he uncovers a nefarious plot with global implications, he dons his powerful armor and vows to protect the world as Iron Man.","After being held captive in an Afghan cave, an industrialist creates a unique weaponized suit of armor to fight evil.",0,,
312,RatingCount,pattern_violation,"408,904",408904,0,,
313,RatingCount,pattern_violation,"286,834",286834,0,,
315,RatingCount,pattern_violation,"19,163",19163,0,,
317,RatingCount,pattern_violation,"33,428",33428,0,,
318,RatingCount,pattern_violation,"1,107",1107,0,,
320,RatingCount,pattern_violation,"6,004",6004,0,,
321,RatingCount,pattern_violation,"8,148",8148,0,,
322,RatingCount,pattern_violation,"4,472",4472,0,,
323,RatingCount,pattern_violation,"10,257",10257,0,,
324,RatingValue,pattern_violation,6,6,0,,
324,RatingCount,pattern_violation,"16,826",16826,0,,
325,RatingCount,pattern_violation,"25,868",25868,0,,
326,RatingCount,pattern_violation,"73,220",73220,0,,
327,RatingCount,pattern_violation,"17,205",17205,0,,
328,RatingValue,pattern_violation,8,8,0,,
328,RatingCount,pattern_violation,"1,261",1261,0,,
329,RatingCount,pattern_violation,"57,679",57679,0,,
330,RatingCount,pattern_violation,"42,363",42363,0,,
331,RatingCount,pattern_violation,"93,447",93447,0,,
332,RatingCount,pattern_violation,"6,841",6841,0,,
333,RatingCount,pattern_violation,"13,371",13371,0,,
