row_id,column,error_type,error_value,right_value,missing_value,constraint,tuple_pairs
173,land_area (sq.mi.),outliers,12.5,4.7,0
195,Bedrooms,missing_value,,1,1
199,Bedrooms,missing_value,,1,1
201,unemployment (%),outliers,15.1,3.1,0
204,Bedrooms,outliers,4,3,0
204,Beds,outliers,7,4,0
204,NumGuests,outliers,15,8,0
204,land_area (sq.mi.),outliers,12.1,0.5,0
204,Average Rating (by zipcode),outliers,4.5,4.678571429,0
204,Average Number of Bedrooms (by zipcode),outliers,2.5,1.5,0
204,Average Number of Beds (by zipcode),outliers,4,2.689655172,0
204,Average Number of Guests (by zipcode),outliers,4,2.689655172,0
206,Bedrooms,missing_value,,1,1
213,unemployment (%),outliers,15.1,3.1,0
215,unemployment (%),outliers,15.1,3.1,0
226,land_area (sq.mi.),outliers,12.5,4.7,0
232,Bedrooms,missing_value,,1,1
233,unemployment (%),outliers,15.1,3.1,0
236,Bathrooms,outliers,3,2,0
236,Bedrooms,outliers,5,2,0
236,NumGuests,outliers,14,8,0
239,Bedrooms,missing_value,,1,1
240,land_area (sq.mi.),outliers,20.4,4.4,0
242,land_area (sq.mi.),outliers,12.5,4.7,0
246,land_area (sq.mi.),outliers,12.1,0.5,0
246,Average Rating (by zipcode),outliers,4.5,4.678571429,0
246,Average Number of Bedrooms (by zipcode),outliers,2.5,1.47311828,0
246,Average Number of Beds (by zipcode),outliers,4,2.146666667,0
246,Average Number of Guests (by zipcode),outliers,4,1.807692308,0
248,unemployment (%),outliers,15.1,3.1,0
254,Bathrooms,outliers,4,2,0
254,Bedrooms,outliers,6,3,0
254,Beds,outliers,7,4,0
254,NumGuests,outliers,12,8,0
254,Price,outliers,750,70,0
256,Bedrooms,missing_value,,1,1
261,unemployment (%),outliers,15.1,3.1,0
269,Bathrooms,outliers,5,2,0
269,Bedrooms,outliers,6,2,0
269,Beds,outliers,13,4,0
269,NumGuests,outliers,16,8,0
269,Price,outliers,500,67,0
270,Bathrooms,outliers,4,2,0
272,Bathrooms,outliers,3,2,0
272,unemployment (%),outliers,14,8.2,0
276,Bedrooms,missing_value,,1,1
280,Bathrooms,outliers,3,2,0
282,Bedrooms,missing_value,,1,1
283,Bathrooms,outliers,3,2,0
283,Bedrooms,outliers,4,2,0
285,unemployment (%),outliers,15.1,3.1,0
291,land_area (sq.mi.),outliers,20.4,4.4,0
292,Bedrooms,missing_value,,1,1
293,Bedrooms,missing_value,,1,1
296,unemployment (%),outliers,15.1,3.1,0
301,Bedrooms,missing_value,,1,1
305,Bedrooms,outliers,5,2,0
308,Bedrooms,missing_value,,1,1
309,land_area (sq.mi.),outliers,20.4,4.4,0
312,Bathrooms,outliers,3,2,0
312,land_area (sq.mi.),outliers,12.5,4.7,0
314,Bedrooms,missing_value,,1,1
316,unemployment (%),outliers,15.1,3.1,0
318,unemployment (%),outliers,15.1,3.1,0
321,unemployment (%),outliers,17,13.1,0
321,Average Rating (by zipcode),outliers,4.5,4.673076923,0
328,Bedrooms,missing_value,,1,1
334,Bedrooms,missing_value,,1,1
335,land_area (sq.mi.),outliers,12.5,4.7,0
338,NumGuests,outliers,12,6,0
340,land_area (sq.mi.),outliers,20.4,4.4,0
341,unemployment (%),outliers,14,8.2,0
342,unemployment (%),outliers,15.1,3.1,0
343,NumReviews,outliers,245,10,0
346,unemployment (%),outliers,15.1,3.1,0
347,unemployment (%),outliers,15.1,3.1,0
352,Bedrooms,missing_value,,1,1
354,land_area (sq.mi.),outliers,12.5,4.7,0
359,land_area (sq.mi.),outliers,12.5,4.7,0
360,unemployment (%),outliers,17,13.1,0
360,Average Rating (by zipcode),outliers,4.5,4.673076923,0
362,Bedrooms,missing_value,,1,1
363,unemployment (%),outliers,15.1,3.1,0
364,Bedrooms,missing_value,,1,1
365,land_area (sq.mi.),outliers,12.5,4.7,0
369,land_area (sq.mi.),outliers,12.5,4.7,0
371,median taxes (with mortgage,missing_value,,908,1
371,median taxes (no mortgage),missing_value,,957,1
371,median house value,missing_value,,509115,1
371,median monthly owner costs (with mortgage),missing_value,,933,1
371,median monthly owner costs (no mortgage),missing_value,,1008,1
376,unemployment (%),outliers,15.1,3.1,0
380,Bathrooms,outliers,4,2,0
380,Bedrooms,outliers,6,3,0
384,unemployment (%),outliers,15.1,3.1,0
395,land_area (sq.mi.),outliers,12.5,4.7,0
402,unemployment (%),outliers,17,13.1,0
402,Average Rating (by zipcode),outliers,4.5,4.673076923,0
406,Bedrooms,missing_value,,1,1
408,unemployment (%),outliers,15.1,3.1,0
410,unemployment (%),outliers,14,8.2,0
411,Bedrooms,missing_value,,1,1
417,land_area (sq.mi.),outliers,12.5,4.7,0
421,unemployment (%),outliers,14,8.2,0
423,land_area (sq.mi.),outliers,12.5,4.7,0
427,unemployment (%),outliers,15.1,3.1,0
428,unemployment (%),outliers,15.1,3.1,0
429,unemployment (%),outliers,14,8.2,0
431,Bedrooms,missing_value,,1,1
438,land_area (sq.mi.),outliers,13.6,0.3,0
439,Bedrooms,missing_value,,1,1
454,unemployment (%),outliers,15.1,3.1,0
455,land_area (sq.mi.),outliers,12.5,4.7,0
460,Bedrooms,missing_value,,1,1
461,Bedrooms,outliers,4,3,0
461,Price,outliers,500,149,0
463,Beds,outliers,7,3,0
466,Bedrooms,missing_value,,1,1
472,unemployment (%),outliers,15.1,3.1,0
474,unemployment (%),outliers,15.1,3.1,0
478,unemployment (%),outliers,15.1,3.1,0
480,unemployment (%),outliers,15.1,3.1,0
483,land_area (sq.mi.),outliers,12.5,4.7,0
485,land_area (sq.mi.),outliers,12.5,4.7,0
488,Bedrooms,missing_value,,1,1
490,land_area (sq.mi.),outliers,12.5,4.7,0
492,Bedrooms,outliers,4,3,0
492,Price,outliers,499,140,0
494,land_area (sq.mi.),outliers,12.5,4.7,0
496,Bathrooms,outliers,4,2,0
496,Bedrooms,outliers,6,2,0
496,Beds,outliers,8,4,0
496,NumGuests,outliers,14,8,0
496,Price,outliers,680,85,0
497,Bathrooms,outliers,3,2,0
497,Bedrooms,outliers,5,2,0
497,Beds,outliers,8,4,0
500,land_area (sq.mi.),outliers,13.6,0.3,0
508,Bedrooms,outliers,4,3,0
508,Price,outliers,450,195,0
510,NumReviews,outliers,424,138,0
510,land_area (sq.mi.),outliers,12.5,4.7,0
514,land_area (sq.mi.),outliers,12.5,4.7,0
515,unemployment (%),outliers,14,8.2,0
516,Bedrooms,missing_value,,1,1
519,land_area (sq.mi.),outliers,12.5,4.7,0
521,unemployment (%),outliers,15.1,3.1,0
527,unemployment (%),outliers,15.1,3.1,0
528,Bedrooms,missing_value,,1,1
529,unemployment (%),outliers,14,8.2,0
531,land_area (sq.mi.),outliers,12.5,4.7,0
532,Bathrooms,outliers,3,2,0
532,Bedrooms,outliers,4,3,0
532,Price,outliers,795,300,0
535,unemployment (%),outliers,15.1,3.1,0
540,Bedrooms,missing_value,,1,1
544,unemployment (%),outliers,15.1,3.1,0
550,land_area (sq.mi.),outliers,12.5,4.7,0
551,Bathrooms,outliers,3,2,0
551,Bedrooms,outliers,5,3,0
551,Beds,outliers,12,4,0
551,NumGuests,outliers,16,8,0
557,unemployment (%),outliers,15.1,3.1,0
560,unemployment (%),outliers,15.1,3.1,0
564,land_area (sq.mi.),outliers,20.4,4.4,0
565,unemployment (%),outliers,15.1,3.1,0
574,NumReviews,outliers,251,10,0
575,Bathrooms,outliers,3,1,0
575,Bedrooms,outliers,4,3,0
575,Price,outliers,425,195,0
582,unemployment (%),outliers,15.1,3.1,0
584,land_area (sq.mi.),outliers,12.5,4.7,0
585,unemployment (%),outliers,15.1,3.1,0
601,land_area (sq.mi.),outliers,12.5,4.7,0
611,unemployment (%),outliers,15.1,3.1,0
614,Bathrooms,outliers,3,2,0
614,Bedrooms,outliers,4,3,0
615,Bathrooms,outliers,3,2,0
615,Bedrooms,outliers,4,3,0
617,Bathrooms,outliers,3,2,0
617,Price,outliers,479,120,0
617,land_area (sq.mi.),outliers,12.5,4.7,0
622,Bedrooms,missing_value,,1,1
625,unemployment (%),outliers,15.1,3.1,0
626,Bedrooms,missing_value,,1,1
629,unemployment (%),outliers,15.1,3.1,0
635,unemployment (%),outliers,15.1,3.1,0
640,Bedrooms,missing_value,,1,1
644,unemployment (%),outliers,15.1,3.1,0
648,unemployment (%),outliers,15.1,3.1,0
649,Bedrooms,outliers,4,2,0
652,Bedrooms,missing_value,,1,1
653,Bedrooms,missing_value,,1,1
654,Bedrooms,missing_value,,1,1
659,land_area (sq.mi.),outliers,12.5,4.7,0
673,Bedrooms,missing_value,,1,1
674,unemployment (%),outliers,15.1,3.1,0
688,Bedrooms,missing_value,,1,1
689,Bedrooms,missing_value,,1,1
691,Bathrooms,outliers,4,2,0
691,Bedrooms,outliers,4,2,0
691,unemployment (%),outliers,14,8.2,0
693,Bedrooms,missing_value,,1,1
698,unemployment (%),outliers,15.1,3.1,0
700,unemployment (%),outliers,14,8.2,0
702,Bedrooms,missing_value,,1,1
703,unemployment (%),outliers,15.1,3.1,0
708,Bedrooms,missing_value,,1,1
709,unemployment (%),outliers,15.1,3.1,0
712,land_area (sq.mi.),outliers,12.5,4.7,0
714,unemployment (%),outliers,15.1,3.1,0
716,unemployment (%),outliers,15.1,3.1,0
720,Bedrooms,missing_value,,1,1
725,Bedrooms,missing_value,,1,1
729,unemployment (%),outliers,15.1,3.1,0
737,Bedrooms,missing_value,,1,1
746,Bedrooms,missing_value,,1,1
753,Bedrooms,missing_value,,1,1
754,unemployment (%),outliers,15.1,3.1,0
757,unemployment (%),outliers,15.1,3.1,0
758,Bedrooms,missing_value,,1,1
760,Bedrooms,missing_value,,1,1
764,NumGuests,outliers,12,8,0
765,unemployment (%),outliers,14,8.2,0
771,unemployment (%),outliers,15.1,3.1,0
776,Bedrooms,missing_value,,1,1
778,unemployment (%),outliers,15.1,3.1,0
781,land_area (sq.mi.),outliers,20.4,4.4,0
787,land_area (sq.mi.),outliers,20.4,4.4,0
800,unemployment (%),outliers,15.1,3.1,0
805,Bedrooms,missing_value,,1,1
809,Bathrooms,outliers,3,2,0
809,land_area (sq.mi.),outliers,12.5,4.7,0
814,land_area (sq.mi.),outliers,12.5,4.7,0
815,Beds,outliers,9,4,0
815,NumGuests,outliers,12,9,0
817,Bathrooms,outliers,4,2,0
817,Bedrooms,outliers,5,3,0
817,NumGuests,outliers,12,8,0
817,Price,outliers,596,80,0
817,land_area (sq.mi.),outliers,12.5,4.7,0
820,unemployment (%),outliers,15.1,3.1,0
822,unemployment (%),outliers,15.1,3.1,0
823,land_area (sq.mi.),outliers,12.5,4.7,0
827,Bathrooms,outliers,3,2,0
827,Bedrooms,outliers,4,3,0
830,Bedrooms,outliers,4,3,0
832,NumGuests,outliers,11,7,0
838,land_area (sq.mi.),outliers,20.4,4.4,0
842,land_area (sq.mi.),outliers,12.5,4.7,0
843,unemployment (%),outliers,15.1,3.1,0
847,Bathrooms,outliers,3,2,0
847,Bedrooms,outliers,4,3,0
847,Price,outliers,425,89,0
848,Bedrooms,missing_value,,1,1
852,Bedrooms,missing_value,,1,1
854,Bedrooms,outliers,4,3,0
860,Bathrooms,outliers,3,2,0
862,land_area (sq.mi.),outliers,12.5,4.7,0
863,Bedrooms,missing_value,,1,1
866,NumGuests,outliers,12,8,0
871,Bathrooms,outliers,3,2,0
871,Bedrooms,outliers,5,3,0
871,Beds,outliers,10,4,0
871,NumGuests,outliers,16,9,0
880,Average Number of Beds (by zipcode),outliers,3.405405405,1.780821918,0
880,Average Number of Guests (by zipcode),outliers,3.405405405,1.780821918,0
883,Bedrooms,missing_value,,1,1
899,NumReviews,outliers,365,6,0
905,Bathrooms,outliers,3,1,0
909,median taxes (with mortgage,missing_value,,4700,1
909,median taxes (no mortgage),missing_value,,5118,1
909,median house value,missing_value,,357612,1
909,median monthly owner costs (with mortgage),missing_value,,2445,1
909,median monthly owner costs (no mortgage),missing_value,,825,1
917,median taxes (no mortgage),outliers,10810,4513,0
918,Bedrooms,missing_value,,1,1
922,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
922,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
923,Bathrooms,outliers,3,2,0
923,Bedrooms,outliers,4,2,0
924,Bedrooms,missing_value,,1,1
924,median taxes (with mortgage,missing_value,,3569,1
924,median taxes (no mortgage),missing_value,,7959,1
924,median monthly owner costs (with mortgage),missing_value,,3437,1
924,median monthly owner costs (no mortgage),missing_value,,431,1
932,Bedrooms,missing_value,,1,1
934,NumReviews,outliers,382,17,0
944,median gross rent,outliers,2656,1210,0
948,Bedrooms,missing_value,,1,1
959,Bedrooms,missing_value,,1,1
962,Bedrooms,missing_value,,1,1
962,median taxes (with mortgage,missing_value,,3569,1
962,median taxes (no mortgage),missing_value,,7959,1
962,median monthly owner costs (with mortgage),missing_value,,3437,1
962,median monthly owner costs (no mortgage),missing_value,,842,1
963,Bedrooms,missing_value,,1,1
969,Bedrooms,missing_value,,1,1
972,Bedrooms,missing_value,,1,1
982,Bedrooms,missing_value,,1,1
988,median taxes (no mortgage),outliers,10810,862,0
991,median taxes (no mortgage),outliers,10810,4513,0
995,Bedrooms,missing_value,,1,1
998,Bedrooms,outliers,4,2,0
998,NumGuests,outliers,12,8,0
999,Bedrooms,missing_value,,1,1
1001,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1001,Average Number of Guests (by zipcode),outliers,3.405405405,1.62195122,0
1002,Bathrooms,outliers,3,1,0
1003,Bedrooms,missing_value,,1,1
1003,median taxes (with mortgage,missing_value,,3569,1
1003,median taxes (no mortgage),missing_value,,7959,1
1003,median monthly owner costs (with mortgage),missing_value,,3437,1
1003,median monthly owner costs (no mortgage),missing_value,,431,1
1006,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1006,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1007,Average NumReviews (by zipcode),outliers,206,34.98214286,0
1008,Bathrooms,outliers,3,1,0
1010,Bathrooms,outliers,3,1,0
1011,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1011,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1012,Bathrooms,outliers,3,1,0
1016,Bedrooms,missing_value,,1,1
1017,Bathrooms,outliers,3,1,0
1020,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1020,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1023,NumGuests,outliers,12,7,0
1025,Bedrooms,missing_value,,1,1
1029,Bathrooms,outliers,3,1,0
1029,Bedrooms,outliers,5,2,0
1029,Beds,outliers,10,4,0
1029,NumGuests,outliers,16,8,0
1029,Price,outliers,550,90,0
1029,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1029,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1030,median taxes (with mortgage,missing_value,,1433,1
1030,median taxes (no mortgage),missing_value,,1547,1
1030,median monthly owner costs (with mortgage),missing_value,,3437,1
1030,median monthly owner costs (no mortgage),missing_value,,842,1
1031,Bedrooms,missing_value,,1,1
1032,unemployment (%),outliers,14.4,7.4,0
1041,median gross rent,outliers,2656,2462,0
1043,Bedrooms,missing_value,,1,1
1045,Bedrooms,missing_value,,1,1
1048,median taxes (with mortgage,missing_value,,3569,1
1048,median taxes (no mortgage),missing_value,,3049,1
1048,median monthly owner costs (with mortgage),missing_value,,3437,1
1048,median monthly owner costs (no mortgage),missing_value,,431,1
1051,Bedrooms,missing_value,,1,1
1052,Bedrooms,missing_value,,1,1
1054,Average Number of Beds (by zipcode),outliers,3.405405405,1.780821918,0
1054,Average Number of Guests (by zipcode),outliers,3.405405405,1.780821918,0
1058,Price,outliers,500,379,0
1059,Bathrooms,outliers,4,1,0
1059,Bedrooms,outliers,6,2,0
1059,Beds,outliers,7,5,0
1059,NumGuests,outliers,14,8,0
1059,Price,outliers,850,354,0
1061,Bedrooms,missing_value,,1,1
1062,Bedrooms,missing_value,,1,1
1066,Bedrooms,outliers,4,3,0
1066,Beds,outliers,15,5,0
1066,NumGuests,outliers,15,9,0
1067,median taxes (with mortgage,missing_value,,4847,1
1067,median taxes (no mortgage),missing_value,,7959,1
1067,median monthly owner costs (with mortgage),missing_value,,3437,1
1067,median monthly owner costs (no mortgage),missing_value,,431,1
1068,Bedrooms,missing_value,,1,1
1072,Bedrooms,outliers,4,3,0
1073,Bedrooms,missing_value,,1,1
1074,Average Rating (by zipcode),outliers,4.5,4.756521739,0
1081,Bedrooms,missing_value,,1,1
1081,median taxes (with mortgage,missing_value,,3827,1
1081,median taxes (no mortgage),missing_value,,3049,1
1081,median monthly owner costs (with mortgage),missing_value,,3437,1
1081,median monthly owner costs (no mortgage),missing_value,,431,1
1088,Bathrooms,outliers,3,2,0
1090,median taxes (with mortgage,missing_value,,4700,1
1090,median taxes (no mortgage),missing_value,,5118,1
1090,median house value,missing_value,,357612,1
1090,median monthly owner costs (with mortgage),missing_value,,2445,1
1090,median monthly owner costs (no mortgage),missing_value,,825,1
1092,Bedrooms,missing_value,,1,1
1092,median taxes (with mortgage,missing_value,,3569,1
1092,median taxes (no mortgage),missing_value,,7959,1
1092,median monthly owner costs (with mortgage),missing_value,,3437,1
1092,median monthly owner costs (no mortgage),missing_value,,431,1
1094,median taxes (no mortgage),outliers,10810,4513,0
1095,Bedrooms,missing_value,,2,1
1096,Bedrooms,outliers,4,2,0
1097,Bedrooms,missing_value,,1,1
1102,Bedrooms,missing_value,,1,1
1105,Bedrooms,missing_value,,1,1
1109,Bedrooms,outliers,4,3,0
1111,Bedrooms,outliers,4,3,0
1111,Beds,outliers,9,4,0
1111,NumGuests,outliers,15,9,0
1112,Bedrooms,missing_value,,1,1
1112,median taxes (with mortgage,missing_value,,3569,1
1112,median taxes (no mortgage),missing_value,,3049,1
1112,median monthly owner costs (with mortgage),missing_value,,3437,1
1112,median monthly owner costs (no mortgage),missing_value,,431,1
1116,median taxes (no mortgage),outliers,10810,4513,0
1119,median taxes (no mortgage),outliers,10810,4513,0
1122,Bedrooms,missing_value,,1,1
1124,median taxes (no mortgage),outliers,10810,2812,0
1126,Bedrooms,outliers,4,2,0
1128,Bedrooms,missing_value,,1,1
1129,Bedrooms,missing_value,,1,1
1133,NumReviews,outliers,253,166,0
1134,Bedrooms,missing_value,,1,1
1135,median taxes (no mortgage),outliers,10810,4513,0
1138,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1138,Average Number of Guests (by zipcode),outliers,3.405405405,2.404371585,0
1141,NumReviews,outliers,374,10,0
1141,Average NumReviews (by zipcode),outliers,206,99.6,0
1142,Bedrooms,missing_value,,1,1
1145,Bedrooms,missing_value,,1,1
1146,Bedrooms,missing_value,,1,1
1150,median gross rent,outliers,2656,2462,0
1151,Price,missing_value,,141,1
1159,Bedrooms,missing_value,,1,1
1167,Bedrooms,missing_value,,1,1
1169,Bedrooms,missing_value,,1,1
1175,unemployment (%),outliers,14.4,7.4,0
1176,Bedrooms,missing_value,,1,1
1177,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1177,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1182,NumReviews,outliers,354,166,0
1200,median gross rent,outliers,2656,1210,0
1203,Bedrooms,missing_value,,1,1
1205,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1205,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1206,unemployment (%),outliers,14.4,7.4,0
1207,median taxes (no mortgage),outliers,10810,4513,0
1208,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1208,Average Number of Guests (by zipcode),outliers,3.405405405,2.404371585,0
1220,Bedrooms,outliers,4,3,0
1220,Beds,outliers,7,4,0
1220,NumGuests,outliers,11,8,0
1221,Bedrooms,missing_value,,1,1
1229,NumReviews,outliers,239,11,0
1232,median taxes (with mortgage,missing_value,,3569,1
1232,median taxes (no mortgage),missing_value,,7959,1
1232,median monthly owner costs (with mortgage),missing_value,,3437,1
1232,median monthly owner costs (no mortgage),missing_value,,431,1
1240,NumReviews,outliers,415,8,0
1251,median gross rent,outliers,2656,2462,0
1253,Bedrooms,missing_value,,1,1
1257,Bedrooms,missing_value,,1,1
1264,Bedrooms,outliers,4,2,0
1271,Bathrooms,outliers,3,1,0
1276,median taxes (with mortgage,missing_value,,3569,1
1276,median taxes (no mortgage),missing_value,,7959,1
1276,median monthly owner costs (with mortgage),missing_value,,3437,1
1276,median monthly owner costs (no mortgage),missing_value,,431,1
1277,Price,outliers,500,77,0
1281,Bathrooms,outliers,4,1,0
1281,Bedrooms,outliers,5,3,0
1281,Beds,outliers,8,6,0
1281,NumGuests,outliers,13,8,0
1285,median gross rent,outliers,2656,2462,0
1287,Bedrooms,missing_value,,1,1
1288,Bathrooms,outliers,3,2,0
1288,Bedrooms,outliers,5,3,0
1288,Beds,outliers,16,4,0
1288,NumGuests,outliers,16,8,0
1290,median taxes (no mortgage),outliers,10810,4513,0
1293,Bathrooms,outliers,3,2,0
1297,Beds,outliers,7,5,0
1297,NumGuests,outliers,11,8,0
1298,Bedrooms,missing_value,,1,1
1301,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1301,Average Number of Guests (by zipcode),outliers,3.405405405,1.62195122,0
1307,Bedrooms,missing_value,,1,1
1318,median taxes (no mortgage),outliers,10810,4513,0
1320,Bedrooms,missing_value,,1,1
1326,Bedrooms,outliers,4,3,0
1326,median taxes (no mortgage),outliers,10810,4513,0
1329,unemployment (%),outliers,14.4,7.4,0
1332,Bedrooms,outliers,4,3,0
1336,Bedrooms,missing_value,,1,1
1338,Bathrooms,missing_value,,1,1
1340,unemployment (%),outliers,14.4,7.4,0
1350,Bedrooms,missing_value,,1,1
1350,median taxes (with mortgage,missing_value,,3827,1
1350,median taxes (no mortgage),missing_value,,7959,1
1350,median monthly owner costs (with mortgage),missing_value,,3437,1
1350,median monthly owner costs (no mortgage),missing_value,,431,1
1355,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1355,Average Number of Guests (by zipcode),outliers,3.405405405,2.404371585,0
1357,Average Number of Beds (by zipcode),outliers,3.405405405,1.780821918,0
1357,Average Number of Guests (by zipcode),outliers,3.405405405,1.780821918,0
1367,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1367,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1369,Bedrooms,missing_value,,1,1
1378,Bathrooms,missing_value,,1,1
1380,Bedrooms,missing_value,,1,1
1383,NumReviews,outliers,375,16,0
1390,Bedrooms,missing_value,,1,1
1392,Bedrooms,missing_value,,1,1
1396,Bedrooms,missing_value,,1,1
1399,median taxes (with mortgage,missing_value,,4700,1
1399,median taxes (no mortgage),missing_value,,9372,1
1399,median house value,missing_value,,357612,1
1399,median monthly owner costs (with mortgage),missing_value,,2035,1
1399,median monthly owner costs (no mortgage),missing_value,,825,1
1402,median taxes (with mortgage,missing_value,,5202,1
1402,median taxes (no mortgage),missing_value,,7959,1
1402,median monthly owner costs (with mortgage),missing_value,,3437,1
1402,median monthly owner costs (no mortgage),missing_value,,842,1
1406,NumReviews,outliers,603,10,0
1406,Average NumReviews (by zipcode),outliers,206,99.6,0
1410,median taxes (with mortgage,missing_value,,3827,1
1410,median taxes (no mortgage),missing_value,,7959,1
1410,median monthly owner costs (with mortgage),missing_value,,3437,1
1410,median monthly owner costs (no mortgage),missing_value,,431,1
1411,median taxes (with mortgage,missing_value,,3569,1
1411,median taxes (no mortgage),missing_value,,3049,1
1411,median monthly owner costs (with mortgage),missing_value,,3437,1
1411,median monthly owner costs (no mortgage),missing_value,,842,1
1412,Bedrooms,missing_value,,1,1
1416,median taxes (with mortgage,missing_value,,4847,1
1416,median taxes (no mortgage),missing_value,,7959,1
1416,median monthly owner costs (with mortgage),missing_value,,3437,1
1416,median monthly owner costs (no mortgage),missing_value,,842,1
1417,median taxes (no mortgage),outliers,10810,2917,0
1420,Bathrooms,outliers,3,1,0
1420,Bedrooms,outliers,4,2,0
1420,Price,outliers,695,59,0
1425,Bathrooms,outliers,3,1,0
1426,Bedrooms,missing_value,,1,1
1429,Average Number of Beds (by zipcode),outliers,3.405405405,2.043478261,0
1429,Average Number of Guests (by zipcode),outliers,3.405405405,2.043478261,0
1432,Bedrooms,missing_value,,1,1
1432,median taxes (with mortgage,missing_value,,3827,1
1432,median taxes (no mortgage),missing_value,,3049,1
1432,median monthly owner costs (with mortgage),missing_value,,3437,1
1432,median monthly owner costs (no mortgage),missing_value,,842,1
1433,median gross rent,outliers,2656,2462,0
1435,median taxes (no mortgage),outliers,10810,2917,0
1436,Bedrooms,missing_value,,1,1
1447,unemployment (%),outliers,14.4,7.4,0
1448,Bedrooms,missing_value,,1,1
1455,NumReviews,outliers,287,20,0
1462,median taxes (with mortgage,missing_value,,3974,1
1462,median taxes (no mortgage),missing_value,,7959,1
1462,median monthly owner costs (with mortgage),missing_value,,3437,1
1462,median monthly owner costs (no mortgage),missing_value,,431,1
