row,date,moteid,hour,minute,epoch,temperature,humidity,light,voltage
33,2004/2/28,1,1,48,102,18.9104,39.0082,43.24,2.69964
34,2004/2/28,1,1,49,104,18.9006,38.9061,43.24,2.69964
35,2004/2/28,1,1,50,105,18.9006,39.0082,43.24,2.69964
36,2004/2/28,1,1,51,107,18.9006,39.0082,43.24,2.69964
37,2004/2/28,1,1,52,109,18.8908,39.0763,43.24,2.68742
38,2004/2/28,1,1,54,114,18.9006,39.0082,43.24,2.69964
39,2004/2/28,1,1,56,117,18.9104,39.0082,43.24,2.69964
40,2004/2/28,1,1,57,119,18.8908,38.9401,43.24,2.68742
41,2004/2/28,1,2,1,128,18.8712,38.9742,43.24,2.69964
42,2004/2/28,1,2,10,145,18.8222,39.0082,43.24,2.68742
43,2004/2/28,1,2,11,147,18.8124,39.0082,43.24,2.69964
44,2004/2/28,1,2,12,150,18.8124,39.0082,43.24,2.68742
45,2004/2/28,1,2,13,151,18.8026,39.0082,43.24,2.68742
46,2004/2/28,1,2,14,154,18.7928,38.9401,43.24,2.68742
47,2004/2/28,1,2,16,158,18.7928,38.9401,43.24,2.68742
48,2004/2/28,1,2,18,162,18.7732,39.0082,43.24,2.68742
49,2004/2/28,1,2,19,163,18.7732,39.0082,43.24,2.68742
50,2004/2/28,1,2,20,166,18.7732,38.9061,43.24,2.69964
51,2004/2/28,1,2,21,167,18.7536,38.8379,43.24,2.68742
52,2004/2/28,1,2,23,171,18.7634,38.872,43.24,2.68742
53,2004/2/28,1,2,24,174,18.7242,38.8039,43.24,2.68742
54,2004/2/28,1,2,25,176,18.734,38.8379,43.24,2.69964
55,2004/2/28,1,2,26,177,18.7242,38.9401,43.24,2.69964
56,2004/2/28,1,2,30,185,18.734,38.872,43.24,2.69964
57,2004/2/28,1,2,31,187,18.7242,38.9401,43.24,2.68742
58,2004/2/28,1,2,34,194,18.6948,38.9401,43.24,2.68742
59,2004/2/28,1,2,35,196,18.6948,38.9401,43.24,2.68742
60,2004/2/28,1,2,36,197,18.685,38.872,43.24,2.69964
61,2004/2/28,1,2,37,200,18.6654,38.872,43.24,2.68742
62,2004/2/28,1,2,40,205,18.6556,38.872,43.24,2.68742
63,2004/2/28,1,2,41,207,18.636,38.872,43.24,2.69964
64,2004/2/28,1,2,42,210,18.636,38.8379,43.24,2.68742
65,2004/2/28,1,2,43,212,18.636,38.872,43.24,2.68742
66,2004/2/28,1,2,46,218,18.636,38.8039,43.24,2.68742
67,2004/2/28,1,2,47,220,18.6164,38.872,43.24,2.69964
68,2004/2/28,1,2,50,225,18.6066,38.9061,43.24,2.68742
69,2004/2/28,1,3,2,249,18.5478,38.9401,43.24,2.67532
70,2004/2/28,1,3,5,256,18.5184,38.9401,43.24,2.68742
71,2004/2/28,1,3,7,260,18.5086,39.0082,43.24,2.68742
72,2004/2/28,1,3,8,261,18.4988,39.0763,43.24,2.68742
73,2004/2/28,1,3,10,265,18.4988,39.0422,43.24,2.68742
74,2004/2/28,1,3,15,275,18.5086,38.9742,43.24,2.68742
75,2004/2/28,1,3,19,283,18.4694,38.9742,43.24,2.68742
76,2004/2/28,1,3,20,286,18.4596,38.9742,43.24,2.68742
77,2004/2/28,1,3,23,292,18.44,38.9401,43.24,2.68742
78,2004/2/28,1,3,24,293,18.4204,38.9401,43.24,2.68742
79,2004/2/28,1,3,25,295,18.4204,38.9401,43.24,2.68742
80,2004/2/28,1,3,26,297,18.4106,39.0082,43.24,2.68742
81,2004/2/28,1,3,28,302,18.4008,39.1443,43.24,2.68742
82,2004/2/28,1,3,29,304,18.4008,39.0763,43.24,2.67532
83,2004/2/28,1,3,30,305,18.4008,39.1443,43.24,2.69964
84,2004/2/28,1,3,32,309,18.4106,39.0763,43.24,2.68742
85,2004/2/28,1,3,33,312,18.4204,39.0422,43.24,2.68742
86,2004/2/28,1,3,34,314,18.4106,39.0763,43.24,2.68742
87,2004/2/28,1,3,36,317,18.4008,39.0763,43.24,2.69964
88,2004/2/28,1,3,37,320,18.4008,39.0082,43.24,2.68742
89,2004/2/28,1,3,40,326,18.3812,39.0763,43.24,2.69964
90,2004/2/28,1,3,41,327,18.3714,39.0082,43.24,2.68742
91,2004/2/28,1,3,42,329,18.3616,39.0082,43.24,2.69964
92,2004/2/28,1,3,45,336,18.342,39.0082,43.24,2.68742
93,2004/2/28,1,3,46,337,18.3322,39.0082,43.24,2.68742
94,2004/2/28,1,3,48,341,18.3322,39.0082,43.24,2.67532
95,2004/2/28,1,3,49,343,18.342,39.0763,43.24,2.68742
96,2004/2/28,1,3,50,345,18.3126,39.1443,43.24,2.68742
97,2004/2/28,1,3,51,347,18.3224,39.0763,43.24,2.68742
98,2004/2/28,1,3,52,350,18.3028,39.0763,43.24,2.68742
99,2004/2/28,1,3,53,351,18.3028,39.1103,43.24,2.68742
100,2004/2/28,1,3,54,354,18.3028,39.0763,43.24,2.68742
101,2004/2/28,1,3,56,358,18.293,39.0763,43.24,2.67532
102,2004/2/28,1,3,57,359,18.2832,39.0082,43.24,2.68742
103,2004/2/28,1,3,58,362,18.2636,39.0763,43.24,2.68742
104,2004/2/28,1,4,0,365,18.2734,39.0422,43.24,2.68742
105,2004/2/28,1,4,1,367,18.2636,39.0763,43.24,2.69964
106,2004/2/28,1,4,3,371,18.2636,39.0082,43.24,2.68742
107,2004/2/28,1,4,5,376,18.244,38.9742,43.24,2.68742
108,2004/2/28,1,4,8,381,18.2048,39.1443,43.24,2.68742
109,2004/2/28,1,4,9,383,18.1852,39.1443,43.24,2.68742
110,2004/2/28,1,4,10,386,18.2048,39.0763,43.24,2.68742
111,2004/2/28,1,4,11,387,18.2048,39.1443,43.24,2.68742
112,2004/2/28,1,4,14,393,18.1852,39.0422,43.24,2.68742
113,2004/2/28,1,4,15,396,18.1558,39.1443,43.24,2.68742
114,2004/2/28,1,4,16,397,18.1656,39.1443,43.24,2.68742
115,2004/2/28,1,4,18,402,18.1558,39.0763,43.24,2.68742
116,2004/2/28,1,4,19,404,18.1558,39.0763,43.24,2.68742
117,2004/2/28,1,4,21,408,18.1362,39.0082,43.24,2.68742
118,2004/2/28,1,4,23,412,18.1264,39.0422,43.24,2.67532
119,2004/2/28,1,4,25,415,18.1068,39.0763,43.24,2.68742
120,2004/2/28,1,4,26,417,18.097,39.0422,43.24,2.68742
121,2004/2/28,1,4,27,419,18.0872,39.0763,43.24,2.67532
122,2004/2/28,1,4,29,424,18.0872,39.0763,43.24,2.67532
123,2004/2/28,1,4,30,425,18.0774,39.0422,43.24,2.68742
124,2004/2/28,1,4,31,428,18.0676,39.1103,43.24,2.68742
125,2004/2/28,1,4,35,435,18.0676,39.1103,43.24,2.67532
126,2004/2/28,1,4,36,438,18.0676,39.0082,43.24,2.68742
127,2004/2/28,1,4,40,445,18.0284,39.0422,43.24,2.68742
128,2004/2/28,1,4,44,453,18.0284,39.0082,43.24,2.67532
129,2004/2/28,1,4,45,455,18.0284,39.0082,43.24,2.68742
130,2004/2/28,1,4,46,457,18.0088,39.0082,43.24,2.68742
131,2004/2/28,1,4,48,461,17.9794,39.1103,43.24,2.67532
132,2004/2/28,1,4,50,466,17.9696,39.1103,43.24,2.68742
133,2004/2/28,1,4,51,467,17.9598,39.1443,43.24,2.68742
134,2004/2/28,1,4,54,474,17.9304,39.2123,43.24,2.67532
135,2004/2/28,1,4,55,475,17.9304,39.2123,43.24,2.68742
136,2004/2/28,1,4,56,477,17.9402,39.1103,43.24,2.67532
137,2004/2/28,1,4,57,479,17.95,39.0763,43.24,2.67532
138,2004/2/28,1,4,59,484,17.9402,39.0082,43.24,2.67532
139,2004/2/28,1,5,3,491,17.9108,39.0422,43.24,2.67532
140,2004/2/28,1,5,5,495,17.8814,39.0422,43.24,2.67532
141,2004/2/28,1,5,6,497,17.8814,39.0763,43.24,2.67532
142,2004/2/28,1,5,7,499,17.8716,39.1103,43.24,2.67532
143,2004/2/28,1,5,8,502,17.8912,39.1103,43.24,2.67532
144,2004/2/28,1,5,10,505,17.8814,39.1443,43.24,2.67532
145,2004/2/28,1,5,11,507,17.8814,39.0763,43.24,2.68742
146,2004/2/28,1,5,12,509,17.8814,39.0422,43.24,2.67532
147,2004/2/28,1,5,14,514,17.8716,39.0763,43.24,2.67532
148,2004/2/28,1,5,15,516,17.8716,39.0763,43.24,2.67532
149,2004/2/28,1,5,16,517,17.852,39.0763,43.24,2.68742
150,2004/2/28,1,5,17,519,17.852,39.1103,43.24,2.68742
151,2004/2/28,1,5,23,532,17.8422,39.0763,43.24,2.67532
152,2004/2/28,1,5,24,533,17.8324,39.0422,43.24,2.67532
153,2004/2/28,1,5,25,536,17.8128,39.0422,43.24,2.67532
154,2004/2/28,1,5,26,538,17.8226,39.0422,43.24,2.68742
155,2004/2/28,1,5,29,543,17.8128,39.1103,43.24,2.67532
156,2004/2/28,1,5,31,548,17.7932,39.1443,43.24,2.68742
157,2004/2/28,1,5,32,549,17.7932,39.1443,43.24,2.67532
158,2004/2/28,1,5,33,551,17.803,39.1443,43.24,2.67532
159,2004/2/28,1,5,34,553,17.8128,39.1103,43.24,2.68742
160,2004/2/28,1,5,36,558,17.7834,39.1783,43.24,2.67532
161,2004/2/28,1,5,38,561,17.7736,39.1103,43.24,2.68742
162,2004/2/28,1,5,39,563,17.7736,39.1103,43.24,2.67532
163,2004/2/28,1,5,40,565,17.7736,39.1783,43.24,2.68742
164,2004/2/28,1,5,41,567,17.754,39.1443,43.24,2.67532
165,2004/2/28,1,5,42,570,17.754,39.1103,43.24,2.67532
166,2004/2/28,1,5,44,573,17.7246,39.1103,43.24,2.67532
167,2004/2/28,1,5,46,577,17.7148,39.1443,43.24,2.66332
168,2004/2/28,1,5,49,584,17.7148,39.1443,43.24,2.67532
169,2004/2/28,1,5,51,587,17.7148,39.1443,43.24,2.68742
170,2004/2/28,1,5,54,594,17.7148,39.2123,43.24,2.67532
171,2004/2/28,1,5,55,595,17.6952,39.2463,43.24,2.67532
172,2004/2/28,1,5,56,597,17.6854,39.2123,43.24,2.67532
173,2004/2/28,1,5,57,600,17.705,39.1783,43.24,2.67532
174,2004/2/28,1,5,58,602,17.6952,39.1783,43.24,2.68742
175,2004/2/28,1,5,59,604,17.6952,39.1783,43.24,2.67532
176,2004/2/28,1,6,1,607,17.6952,39.1443,43.24,2.67532
177,2004/2/28,1,6,3,611,17.6952,39.1443,43.24,2.67532
178,2004/2/28,1,6,5,615,17.6854,39.0763,43.24,2.67532
179,2004/2/28,1,6,6,617,17.656,39.2123,43.24,2.68742
180,2004/2/28,1,6,7,620,17.656,39.2123,43.24,2.67532
181,2004/2/28,1,6,8,621,17.6658,39.2123,43.24,2.68742
182,2004/2/28,1,6,9,623,17.6756,39.2123,43.24,2.67532
183,2004/2/28,1,6,10,625,17.6756,39.1783,43.24,2.67532
184,2004/2/28,1,6,11,627,17.6756,39.1443,43.24,2.67532
185,2004/2/28,1,6,12,629,17.656,39.2803,43.24,2.67532
186,2004/2/28,1,6,13,631,17.656,39.2123,43.24,2.67532
187,2004/2/28,1,6,15,635,17.6462,39.2463,43.24,2.67532
188,2004/2/28,1,6,16,637,17.6364,39.2123,43.24,2.68742
189,2004/2/28,1,6,17,639,17.6364,39.2463,43.24,2.67532
190,2004/2/28,1,6,19,644,17.6364,39.1783,43.24,2.67532
191,2004/2/28,1,6,22,649,17.6364,39.2123,43.24,2.66332
192,2004/2/28,1,6,23,651,17.6266,39.1443,43.24,2.67532
193,2004/2/28,1,6,24,654,17.5972,39.1443,43.24,2.67532
194,2004/2/28,1,6,25,655,17.607,39.1783,43.24,2.67532
195,2004/2/28,1,6,27,659,17.5776,39.3483,43.24,2.67532
196,2004/2/28,1,6,28,662,17.5776,39.3143,43.24,2.67532
197,2004/2/28,1,6,30,666,17.5776,39.2803,43.24,2.67532
198,2004/2/28,1,6,32,669,17.5776,39.3823,45.08,2.67532
199,2004/2/28,1,6,34,673,17.5776,39.2803,45.08,2.67532
200,2004/2/28,1,6,35,676,17.5678,39.2803,45.08,2.67532
201,2004/2/28,1,6,36,678,17.5776,39.3143,45.08,2.68742
202,2004/2/28,1,6,37,680,17.5776,39.2803,45.08,2.67532
203,2004/2/28,1,6,38,681,17.5776,39.2803,45.08,2.67532
204,2004/2/28,1,6,39,683,17.5776,39.2463,46.92,2.67532
205,2004/2/28,1,6,40,685,17.5678,39.2463,46.92,2.67532
206,2004/2/28,1,6,42,689,17.558,39.2123,46.92,2.68742
207,2004/2/28,1,6,43,692,17.5482,39.2123,48.76,2.68742
208,2004/2/28,1,6,49,704,17.5384,39.3483,50.6,2.67532
209,2004/2/28,1,6,53,711,17.5482,39.4502,53.36,2.67532
210,2004/2/28,1,7,0,725,17.509,39.2803,57.04,2.67532
211,2004/2/28,1,7,3,731,17.509,39.2803,57.04,2.67532
212,2004/2/28,1,7,4,733,17.509,39.2803,57.04,2.67532
213,2004/2/28,1,7,5,735,17.509,39.2803,57.04,2.67532
214,2004/2/28,1,7,10,746,17.5482,39.3143,136.16,2.67532
215,2004/2/28,1,7,14,753,17.5874,39.2123,150.88,2.67532
216,2004/2/28,1,7,16,758,17.5972,39.1443,165.6,2.67532
217,2004/2/28,1,7,29,783,17.7442,38.872,235.52,2.67532
218,2004/2/28,1,7,32,789,17.7932,38.8379,250.24,2.67532
219,2004/2/28,1,7,35,796,17.8324,38.7698,309.12,2.67532
220,2004/2/28,1,7,36,797,17.8324,38.7357,309.12,2.67532
221,2004/2/28,1,7,37,799,17.852,38.7357,323.84,2.68742
222,2004/2/28,1,7,38,801,17.8618,38.7357,338.56,2.68742
223,2004/2/28,1,7,39,803,17.8618,38.7698,338.56,2.67532
224,2004/2/28,1,7,41,807,17.8912,38.6675,353.28,2.68742
225,2004/2/28,1,7,43,812,17.95,38.6334,368.0,2.67532
226,2004/2/28,1,7,44,814,17.95,38.5993,368.0,2.67532
227,2004/2/28,1,7,45,815,17.95,38.6675,368.0,2.67532
228,2004/2/28,1,7,46,818,17.9598,38.6675,368.0,2.67532
229,2004/2/28,1,7,47,819,17.9696,38.6334,368.0,2.67532
230,2004/2/28,1,7,49,823,18.0186,38.5311,368.0,2.67532
231,2004/2/28,1,7,50,825,18.0284,38.5311,368.0,2.67532
232,2004/2/28,1,7,51,827,18.0578,38.5311,368.0,2.67532
233,2004/2/28,1,7,54,834,18.1558,38.3946,368.0,2.67532
234,2004/2/28,1,7,55,835,18.1656,38.3263,368.0,2.68742
235,2004/2/28,1,7,59,844,18.3224,38.1897,382.72,2.68742
236,2004/2/28,1,8,1,847,18.3812,38.0529,382.72,2.67532
237,2004/2/28,1,8,4,853,18.4988,37.9161,382.72,2.68742
238,2004/2/28,1,8,6,858,18.5772,37.7792,397.44,2.68742
239,2004/2/28,1,8,7,859,18.5968,37.8477,397.44,2.68742
240,2004/2/28,1,8,8,861,18.636,37.7107,397.44,2.68742
241,2004/2/28,1,8,11,867,18.7732,37.5394,397.44,2.67532
242,2004/2/28,1,8,12,870,18.8516,37.4022,412.16,2.68742
243,2004/2/28,1,8,13,871,18.8614,37.3336,412.16,2.68742
244,2004/2/28,1,8,14,873,18.9202,37.2993,412.16,2.68742
245,2004/2/28,1,8,15,875,18.9496,37.162,412.16,2.68742
246,2004/2/28,1,8,19,884,19.1652,36.7839,397.44,2.68742
247,2004/2/28,1,8,21,887,19.1848,36.7495,397.44,2.68742
248,2004/2/28,1,8,22,889,19.2142,36.7151,397.44,2.68742
249,2004/2/28,1,8,23,891,19.2436,36.6118,397.44,2.68742
250,2004/2/28,1,8,24,893,19.273,36.543,397.44,2.68742
251,2004/2/28,1,8,25,895,19.322,36.4741,397.44,2.68742
252,2004/2/28,1,8,26,898,19.3906,36.4052,397.44,2.69964
253,2004/2/28,1,8,27,900,19.4396,36.2673,397.44,2.68742
254,2004/2/28,1,8,28,901,19.4494,36.3018,397.44,2.69964
255,2004/2/28,1,8,30,905,19.5376,36.1983,397.44,2.68742
256,2004/2/28,1,8,31,908,19.5964,36.0603,397.44,2.68742
257,2004/2/28,1,8,32,910,19.665,35.9221,397.44,2.69964
258,2004/2/28,1,8,35,915,19.763,35.7839,397.44,2.69964
259,2004/2/28,1,8,36,917,19.7826,35.7148,397.44,2.69964
260,2004/2/28,1,8,39,923,19.9296,35.5764,397.44,2.69964
261,2004/2/28,1,8,41,928,20.0178,35.3687,397.44,2.69964
262,2004/2/28,1,8,42,929,20.0276,35.2995,397.44,2.68742
263,2004/2/28,1,8,47,940,20.253,34.8834,397.44,2.69964
264,2004/2/28,1,8,49,943,20.2824,34.8834,412.16,2.69964
265,2004/2/28,1,8,54,953,20.5176,34.536,412.16,2.69964
266,2004/2/28,1,8,55,956,20.596,34.3969,412.16,2.69964
267,2004/2/28,1,8,56,957,20.6058,34.3273,412.16,2.69964
268,2004/2/28,1,8,58,962,20.7136,34.188,426.88,2.69964
269,2004/2/28,1,8,59,964,20.7136,34.188,426.88,2.69964
270,2004/2/28,1,9,0,966,20.7626,34.1184,426.88,2.69964
271,2004/2/28,1,9,2,970,20.8312,34.0139,426.88,2.69964
272,2004/2/28,1,9,4,973,20.89,33.9093,426.88,2.69964
273,2004/2/28,1,9,6,977,20.988000000000003,33.8047,426.88,2.69964
274,2004/2/28,1,9,11,987,21.2134,33.4206,441.6,2.71196
275,2004/2/28,1,9,12,990,21.282,33.3507,441.6,2.71196
276,2004/2/28,1,9,13,991,21.3114,33.3158,441.6,2.71196
277,2004/2/28,1,9,14,993,21.3212,33.2808,441.6,2.71196
278,2004/2/28,1,9,15,996,21.3408,33.3507,441.6,2.71196
279,2004/2/28,1,9,16,997,21.3702,33.2808,441.6,2.71196
280,2004/2/28,1,9,17,1000,21.4388,33.2108,441.6,2.71196
281,2004/2/28,1,9,18,1002,21.4878,33.0709,441.6,2.71196
282,2004/2/28,1,9,19,1003,21.5172,33.0709,441.6,2.71196
283,2004/2/28,1,9,20,1006,21.527,33.0359,441.6,2.71196
284,2004/2/28,1,9,21,1007,21.5368,33.0009,441.6,2.71196
285,2004/2/28,1,9,23,1011,21.6544,32.8608,441.6,2.71196
286,2004/2/28,1,9,24,1013,21.7132,32.8608,441.6,2.71196
287,2004/2/28,1,9,25,1016,21.7916,32.8257,441.6,2.71196
288,2004/2/28,1,9,26,1018,21.8112,32.7557,441.6,2.71196
289,2004/2/28,1,9,27,1019,21.8112,32.6855,441.6,2.7244
290,2004/2/28,1,9,29,1023,21.8896,32.5803,456.32,2.71196
291,2004/2/28,1,9,31,1027,21.9484,32.5102,456.32,2.71196
292,2004/2/28,1,9,33,1031,22.017,32.44,456.32,2.7244
293,2004/2/28,1,9,34,1033,22.066,32.3698,456.32,2.71196
294,2004/2/28,1,9,35,1035,22.115,32.2995,456.32,2.7244
295,2004/2/28,1,9,36,1038,22.0856,32.44,478.4,2.7244
296,2004/2/28,1,9,37,1040,22.0954,32.4049,478.4,2.7244
297,2004/2/28,1,9,38,1041,22.1346,32.3698,478.4,2.71196
298,2004/2/28,1,9,39,1043,22.1934,32.3346,478.4,2.7244
299,2004/2/28,1,9,40,1045,22.2424,32.2293,478.4,2.7244
300,2004/2/28,1,9,41,1047,22.3012,32.1941,478.4,2.7244
301,2004/2/28,1,9,43,1051,22.36,32.0887,478.4,2.7244
302,2004/2/28,1,9,46,1058,22.458,31.948,478.4,2.71196
303,2004/2/28,1,9,47,1060,22.4972,31.948,478.4,2.7244
304,2004/2/28,1,9,48,1061,22.5168,31.8776,478.4,2.7244
305,2004/2/28,1,9,49,1064,22.4874,32.0183,478.4,2.71196
306,2004/2/28,1,9,51,1068,22.5952,31.8072,478.4,2.7244
307,2004/2/28,1,9,52,1070,22.6638,31.8072,478.4,2.7244
308,2004/2/28,1,9,53,1071,22.6834,31.7368,478.4,2.7244
309,2004/2/28,1,9,54,1073,22.6344,31.948,478.4,2.73696
310,2004/2/28,1,9,55,1075,22.7128,31.7368,478.4,2.71196
311,2004/2/28,1,9,56,1077,22.7618,31.5959,478.4,2.7244
312,2004/2/28,1,9,57,1079,22.752,31.6312,478.4,2.7244
313,2004/2/28,1,9,58,1081,22.752,31.7368,478.4,2.7244
314,2004/2/28,1,9,59,1083,22.7716,31.7368,478.4,2.7244
315,2004/2/28,1,10,0,1085,22.8304,31.6312,478.4,2.73696
316,2004/2/28,1,10,1,1087,22.8892,31.5254,507.84,2.7244
317,2004/2/28,1,10,4,1094,22.9872,31.3844,507.84,2.7244
318,2004/2/28,1,10,5,1096,23.0068,31.4197,507.84,2.7244
319,2004/2/28,1,10,6,1097,23.0264,31.4549,507.84,2.7244
320,2004/2/28,1,10,7,1099,23.0558,31.3139,507.84,2.73696
321,2004/2/28,1,10,8,1102,23.0852,31.3139,507.84,2.73696
322,2004/2/28,1,10,10,1105,23.0852,31.3844,507.84,2.7244
323,2004/2/28,1,10,12,1110,23.193,31.1374,507.84,2.7244
324,2004/2/28,1,10,15,1116,23.2616,31.1374,507.84,2.73696
325,2004/2/28,1,10,16,1118,23.3008,31.1021,507.84,2.7244
326,2004/2/28,1,10,18,1121,23.3596,31.0314,507.84,2.73696
327,2004/2/28,1,10,21,1127,23.34,31.1727,507.84,2.7244
328,2004/2/28,1,10,23,1131,23.4576,30.9608,507.84,2.73696
329,2004/2/28,1,10,24,1133,23.5262,30.8547,507.84,2.73696
330,2004/2/28,1,10,25,1136,23.6046,30.7486,507.84,2.7244
331,2004/2/28,1,10,26,1137,23.6536,30.6779,507.84,2.73696
332,2004/2/28,1,10,27,1139,23.6732,30.6779,507.84,2.73696
333,2004/2/28,1,10,29,1143,23.732,30.6071,507.84,2.7244
334,2004/2/28,1,10,30,1145,23.7418,30.5717,507.84,2.73696
335,2004/2/28,1,10,32,1149,23.8104,30.5363,507.84,2.73696
336,2004/2/28,1,10,35,1155,23.8496,30.5363,456.32,2.73696
337,2004/2/28,1,10,36,1157,23.9084,30.4655,478.4,2.73696
338,2004/2/28,1,10,37,1159,23.9182,30.4655,478.4,2.73696
339,2004/2/28,1,10,38,1161,23.9182,30.3947,478.4,2.73696
340,2004/2/28,1,10,39,1164,23.9574,30.3947,478.4,2.73696
341,2004/2/28,1,10,41,1167,23.9672,30.3947,478.4,2.7244
342,2004/2/28,1,10,42,1170,23.9868,30.3947,456.32,2.73696
343,2004/2/28,1,10,45,1176,24.0064,30.3947,478.4,2.73696
344,2004/2/28,1,10,46,1177,24.0162,30.3238,507.84,2.73696
345,2004/2/28,1,10,50,1186,24.1142,30.2529,507.84,2.73696
346,2004/2/28,1,10,51,1188,24.1436,30.2529,507.84,2.73696
347,2004/2/28,1,10,53,1191,24.1828,30.1465,507.84,2.74963
348,2004/2/28,1,10,55,1196,24.0848,30.3238,507.84,2.73696
349,2004/2/28,1,10,57,1199,24.2122,30.2529,507.84,2.73696
350,2004/2/28,1,10,58,1202,24.2808,30.1111,507.84,2.73696
351,2004/2/28,1,11,0,1206,24.3984,29.8981,507.84,2.73696
352,2004/2/28,1,11,2,1209,24.32,30.0401,507.84,2.74963
353,2004/2/28,1,11,3,1211,24.3102,30.1111,507.84,2.73696
354,2004/2/28,1,11,4,1214,24.3984,30.2175,478.4,2.73696
355,2004/2/28,1,11,6,1218,24.4572,30.1111,507.84,2.74963
356,2004/2/28,1,11,7,1220,24.4866,30.0401,478.4,2.73696
357,2004/2/28,1,11,8,1221,24.4376,30.0401,478.4,2.73696
358,2004/2/28,1,11,9,1224,24.3886,30.0046,478.4,2.74963
359,2004/2/28,1,11,10,1225,24.4082,30.0401,478.4,2.73696
360,2004/2/28,1,11,11,1227,24.418000000000006,30.0401,478.4,2.73696
361,2004/2/28,1,11,12,1230,24.2612,30.3238,507.84,2.74963
362,2004/2/28,1,11,13,1232,24.3494,30.2884,478.4,2.74963
363,2004/2/28,1,11,15,1236,24.5062,30.0401,507.84,2.73696
364,2004/2/28,1,11,16,1237,24.5356,30.0401,507.84,2.74963
365,2004/2/28,1,11,17,1239,24.5552,29.9691,507.84,2.74963
366,2004/2/28,1,11,18,1242,24.565,29.9691,478.4,2.73696
367,2004/2/28,1,11,19,1243,24.5748,30.0046,478.4,2.73696
368,2004/2/28,1,11,22,1250,24.5552,30.0401,456.32,2.73696
369,2004/2/28,1,11,24,1253,24.4376,30.2884,478.4,2.74963
370,2004/2/28,1,11,25,1255,24.4474,30.3238,478.4,2.73696
371,2004/2/28,1,11,27,1259,24.4572,30.2175,507.84,2.73696
372,2004/2/28,1,11,28,1262,24.4474,30.3592,478.4,2.74963
373,2004/2/28,1,11,30,1265,24.4572,30.2529,478.4,2.73696
374,2004/2/28,1,11,31,1268,24.3886,30.6071,478.4,2.73696
375,2004/2/28,1,11,33,1271,24.3494,30.4655,507.84,2.74963
376,2004/2/28,1,11,34,1273,24.3004,30.5363,478.4,2.74963
377,2004/2/28,1,11,35,1275,24.2808,30.6071,478.4,2.74963
378,2004/2/28,1,11,36,1277,24.2024,30.6779,478.4,2.74963
379,2004/2/28,1,11,37,1279,24.222,30.8194,478.4,2.74963
380,2004/2/28,1,11,38,1282,24.2808,30.6779,507.84,2.74963
381,2004/2/28,1,11,39,1283,24.2416,30.7486,507.84,2.73696
382,2004/2/28,1,11,40,1286,24.3102,30.6071,478.4,2.73696
383,2004/2/28,1,11,41,1287,24.3494,30.6071,456.32,2.74963
384,2004/2/28,1,11,42,1289,24.3788,30.5363,456.32,2.73696
385,2004/2/28,1,11,43,1291,24.3592,30.5717,441.6,2.74963
